order_id,product_id,quantity,unit_price,line_total,cogs
O0008104,P000052,3,191.21,573.63,376.35
O0008104,P000166,1,123.53,123.53,74.06
O0008105,P000203,1,168.85,168.85,121.76
O0008106,P000188,1,42.25,42.25,26.84
O0008106,P000002,3,48.7,146.1,102.06
O0008106,P000155,2,153.99,307.98,259.28
O0008109,P000209,2,67.15,134.3,102.12
O0008109,P000153,2,29.01,58.02,36.04
O0008111,P000160,2,76.27,152.54,119.86
O0008116,P000034,1,159.16,159.16,123.03
O0008116,P000049,2,86.43,172.86,106.96
O0008122,P000170,2,96.8,193.6,108.84
O0008123,P000166,2,117.68,235.36,148.12
O0008123,P000177,2,130.6,261.2,176.5
O0008123,P000180,1,149.38,149.38,135.45
O0008126,P000122,3,61.57,184.71,130.59
O0008126,P000033,2,190.5,381.0,262.58
O0008126,P000152,3,50.19,150.57,103.08
O0008130,P000032,2,101.71,203.42,157.14
O0008130,P000023,2,100.61,201.22,150.34
O0008130,P000024,3,110.76,332.28,198.18
O0008130,P000178,2,151.89,303.78,192.9
O0008135,P000017,3,110.63,331.89,238.08
O0008135,P000169,1,184.78,184.78,110.53
O0008144,P000128,2,46.36,92.72,59.6
O0008144,P000099,2,89.49,178.98,99.88
O0008144,P000060,1,19.54,19.54,11.2
O0008144,P000202,3,67.22,201.66,130.11
O0008147,P000145,1,87.36,87.36,65.2
O0008147,P000093,3,32.29,96.87,63.39
O0008149,P000043,1,9.11,9.11,6.31
O0008149,P000040,2,58.35,116.7,82.24
O0008152,P000040,3,58.35,175.05,123.36
O0008153,P000162,3,89.01,267.03,211.59
O0008153,P000138,3,15.57,46.71,30.18
O0008154,P000037,1,162.34,162.34,96.23
O0008154,P000173,2,180.17,360.34,260.76
O0008154,P000082,2,108.66,217.32,126.44
O0008156,P000117,1,93.0,93.0,55.93
O0008156,P000179,3,24.92,74.76,60.24
O0008167,P000051,3,59.73,179.19,144.72
O0008167,P000205,2,105.36,210.72,148.24
O0008175,P000205,3,105.36,316.08,222.36
O0008175,P000020,3,21.98,65.94,48.87
O0008175,P000090,3,115.66,346.98,271.56
O0008175,P000218,1,39.43,39.43,27.28
O0008183,P000043,3,9.11,27.33,18.93
O0008183,P000164,3,103.98,311.94,175.38
O0008183,P000169,3,159.53,478.59,331.59
O0008183,P000036,3,146.96,440.88,344.34
O0008185,P000163,3,62.87,188.61,135.03
O0008188,P000023,3,100.61,301.83,225.51
O0008189,P000006,1,127.78,127.78,81.62
O0008189,P000004,1,61.41,61.41,39.3
O0008189,P000037,2,162.34,324.68,192.46
O0008189,P000056,1,211.91,211.91,124.1
O0008192,P000061,3,67.98,203.94,150.09
O0008192,P000030,1,87.03,87.03,64.17
O0008200,P000194,3,182.77,548.31,324.69
O0008200,P000044,1,71.92,71.92,56.99
O0008200,P000204,1,193.37,193.37,113.36
O0008200,P000056,1,211.91,211.91,124.1
O0008202,P000106,2,107.24,214.48,123.76
O0008202,P000084,2,117.97,235.94,192.04
O0008202,P000051,1,55.79,55.79,48.24
O0008202,P000061,3,67.98,203.94,150.09
O0008203,P000043,1,9.11,9.11,6.31
O0008203,P000166,1,123.53,123.53,74.06
O0008204,P000004,1,61.41,61.41,39.3
O0008204,P000167,1,82.51,82.51,70.05
O0008204,P000091,1,42.42,42.42,25.07
O0008204,P000202,1,67.22,67.22,43.37
O0008206,P000090,3,115.66,346.98,271.56
O0008206,P000195,1,56.5,56.5,35.01
O0008206,P000216,1,174.5,174.5,123.99
O0008207,P000003,1,132.84,132.84,87.53
O0008207,P000067,1,134.32,134.32,86.93
O0008209,P000136,2,170.33,340.66,266.04
O0008209,P000214,2,15.6,31.2,22.06
O0008212,P000175,3,179.57,538.71,365.04
O0008212,P000082,3,108.66,325.98,189.66
O0008212,P000067,2,127.42,254.84,173.86
O0008212,P000163,2,62.87,125.74,90.02
O0008213,P000142,2,174.98,349.96,246.16
O0008213,P000111,3,87.61,262.83,179.85
O0008219,P000104,2,145.45,290.9,222.92
O0008219,P000041,2,87.84,175.68,102.42
O0008221,P000079,3,108.49,325.47,225.66
O0008221,P000075,1,39.15,39.15,28.77
O0008228,P000193,3,62.5,187.5,144.42
O0008228,P000140,3,129.81,389.43,316.74
O0008228,P000093,2,34.96,69.92,42.26
O0008228,P000155,2,159.73,319.46,259.28
O0008229,P000007,2,37.9,75.8,58.36
O0008229,P000200,1,71.12,71.12,41.14
O0008230,P000119,2,139.19,278.38,165.26
O0008230,P000169,1,184.78,184.78,110.53
O0008230,P000030,1,87.03,87.03,64.17
O0008230,P000099,3,89.49,268.47,149.82
O0008231,P000203,2,168.85,337.7,243.52
O0008233,P000132,2,205.17,410.34,261.12
O0008235,P000087,3,132.98,398.94,285.75
O0008235,P000059,2,42.4,84.8,69.16
O0008239,P000196,1,18.21,18.21,11.81
O0008246,P000214,3,15.6,46.8,33.09
O0008255,P000118,3,142.59,427.77,271.62
O0008255,P000035,3,105.63,316.89,206.91
O0008255,P000079,2,113.61,227.22,150.44
O0008256,P000114,1,31.0,31.0,21.9
O0008256,P000087,3,132.98,398.94,285.75
O0008256,P000033,3,190.5,571.5,393.87
O0008256,P000202,3,67.22,201.66,130.11
O0008262,P000099,2,89.49,178.98,99.88
O0008262,P000070,1,133.12,133.12,100.88
O0008265,P000217,2,180.42,360.84,249.56
O0008265,P000047,1,187.07,187.07,133.5
O0008265,P000018,1,160.25,160.25,118.6
O0008265,P000100,1,172.57,172.57,129.51
O0008266,P000015,2,154.53,309.06,255.36
O0008266,P000032,3,91.26,273.78,235.71
O0008267,P000044,2,71.92,143.84,113.98
O0008267,P000211,1,122.08,122.08,76.33
O0008267,P000007,3,37.9,113.7,87.54
O0008269,P000116,1,118.02,118.02,83.98
O0008269,P000191,1,94.4,94.4,56.1
O0008269,P000143,1,118.23,118.23,75.08
O0008269,P000155,3,159.73,479.19,388.92
O0008276,P000131,3,46.74,140.22,127.95
O0008277,P000147,1,160.43,160.43,92.58
O0008277,P000217,3,180.42,541.26,374.34
O0008277,P000178,3,170.73,512.19,289.35
O0008285,P000064,3,161.85,485.55,339.3
O0008287,P000123,2,13.34,26.68,21.58
O0008287,P000106,1,98.94,98.94,61.88
O0008291,P000131,3,45.54,136.62,127.95
O0008294,P000091,3,42.42,127.26,75.21
O0008294,P000007,2,37.9,75.8,58.36
O0008294,P000123,2,13.34,26.68,21.58
O0008299,P000202,2,67.22,134.44,86.74
O0008304,P000159,3,185.06,555.18,399.33
O0008304,P000112,2,7.78,15.56,10.02
O0008305,P000033,1,190.5,190.5,131.29
O0008305,P000169,1,171.85,171.85,110.53
O0008305,P000040,3,58.35,175.05,123.36
O0008308,P000015,3,148.11,444.33,383.04
O0008315,P000201,3,46.52,139.56,90.66
O0008315,P000179,2,24.92,49.84,40.16
O0008325,P000149,2,186.82,373.64,267.96
O0008325,P000141,2,243.31,486.62,276.28
O0008327,P000019,3,88.69,266.07,219.3
O0008327,P000046,1,181.44,181.44,117.45
O0008327,P000155,2,159.73,319.46,259.28
O0008328,P000064,1,161.85,161.85,113.1
O0008328,P000127,1,40.33,40.33,22.64
O0008328,P000117,2,93.0,186.0,111.86
O0008328,P000021,1,63.5,63.5,44.58
O0008333,P000196,3,18.21,54.63,35.43
O0008339,P000125,3,133.53,400.59,315.15
O0008339,P000132,1,205.17,205.17,130.56
O0008342,P000124,3,38.14,114.42,72.3
O0008342,P000042,3,153.63,460.89,319.71
O0008343,P000090,3,115.66,346.98,271.56
O0008346,P000084,1,117.97,117.97,96.02
O0008351,P000130,3,165.68,497.04,285.18
O0008351,P000143,1,118.23,118.23,75.08
O0008355,P000004,1,61.41,61.41,39.3
O0008355,P000131,3,51.84,155.52,127.95
O0008355,P000150,1,122.07,122.07,71.17
O0008355,P000170,3,96.8,290.4,163.26
O0008358,P000082,2,108.66,217.32,126.44
O0008358,P000086,2,52.44,104.88,70.02
O0008358,P000148,2,87.71,175.42,115.8
O0008360,P000057,1,173.82,173.82,98.82
O0008360,P000042,1,149.95,149.95,106.57
O0008360,P000144,3,20.82,62.46,40.62
O0008362,P000057,2,155.83,311.66,197.64
O0008362,P000070,3,133.12,399.36,302.64
O0008362,P000067,1,124.85,124.85,86.93
O0008362,P000035,1,105.63,105.63,68.97
O0008368,P000132,2,205.17,410.34,261.12
O0008368,P000048,2,136.93,273.86,183.06
O0008370,P000109,3,160.16,480.48,297.66
O0008370,P000204,2,193.37,386.74,226.72
O0008370,P000036,3,146.96,440.88,344.34
O0008374,P000110,2,21.27,42.54,32.94
O0008374,P000101,3,89.95,269.85,168.3
O0008378,P000212,1,66.35,66.35,52.8
O0008378,P000170,3,96.8,290.4,163.26
O0008384,P000021,2,61.42,122.84,89.16
O0008384,P000105,2,64.7,129.4,93.06
O0008384,P000066,3,109.32,327.96,184.5
O0008384,P000134,3,120.63,361.89,207.84
O0008386,P000120,1,74.55,74.55,50.75
O0008386,P000029,1,20.99,20.99,17.08
O0008386,P000159,3,193.58,580.74,399.33
O0008386,P000041,3,84.66,253.98,153.63
O0008388,P000118,3,142.59,427.77,271.62
O0008388,P000159,3,193.58,580.74,399.33
O0008388,P000169,1,184.78,184.78,110.53
O0008388,P000214,1,15.6,15.6,11.03
O0008389,P000015,3,154.53,463.59,383.04
O0008389,P000021,2,63.5,127.0,89.16
O0008389,P000202,1,59.53,59.53,43.37
O0008389,P000146,2,176.67,353.34,243.04
O0008395,P000082,1,106.16,106.16,63.22
O0008395,P000068,3,20.3,60.9,47.01
O0008395,P000081,1,33.16,33.16,23.94
O0008398,P000128,1,46.36,46.36,29.8
O0008398,P000132,2,205.17,410.34,261.12
O0008400,P000175,1,179.57,179.57,121.68
O0008400,P000131,3,51.84,155.52,127.95
O0008402,P000023,2,100.61,201.22,150.34
O0008402,P000199,3,45.64,136.92,96.45
O0008402,P000079,3,113.61,340.83,225.66
O0008405,P000116,1,118.02,118.02,83.98
O0008405,P000198,2,139.53,279.06,242.66
O0008406,P000068,2,19.38,38.76,31.34
O0008406,P000201,3,46.52,139.56,90.66
O0008410,P000064,1,161.85,161.85,113.1
O0008410,P000178,1,170.73,170.73,96.45
O0008412,P000191,3,94.4,283.2,168.3
O0008420,P000168,2,59.75,119.5,93.0
O0008420,P000114,3,31.0,93.0,65.7
O0008420,P000071,3,13.16,39.48,25.02
O0008422,P000032,1,101.71,101.71,78.57
O0008425,P000002,1,48.7,48.7,34.02
O0008428,P000178,2,170.73,341.46,192.9
O0008428,P000109,3,160.16,480.48,297.66
O0008428,P000076,1,70.57,70.57,57.66
O0008431,P000134,2,107.23,214.46,138.56
O0008432,P000142,1,195.51,195.51,123.08
O0008433,P000108,1,11.31,11.31,10.03
O0008433,P000121,1,173.56,173.56,107.7
O0008433,P000048,2,136.93,273.86,183.06
O0008434,P000013,1,57.98,57.98,42.68
O0008441,P000156,1,152.88,152.88,120.89
O0008441,P000086,3,58.31,174.93,105.03
O0008441,P000192,2,185.35,370.7,279.24
O0008447,P000108,1,12.2,12.2,10.03
O0008447,P000022,2,161.88,323.76,237.8
O0008448,P000035,3,105.63,316.89,206.91
O0008449,P000151,3,99.69,299.07,241.95
O0008449,P000053,3,105.27,315.81,232.92
O0008449,P000115,3,64.04,192.12,140.73
O0008450,P000218,3,39.43,118.29,81.84
O0008450,P000061,1,59.32,59.32,50.03
O0008450,P000142,1,195.51,195.51,123.08
O0008450,P000020,3,21.98,65.94,48.87
O0008457,P000007,2,37.9,75.8,58.36
O0008457,P000066,3,109.32,327.96,184.5
O0008460,P000105,2,64.7,129.4,93.06
O0008460,P000090,1,115.66,115.66,90.52
O0008461,P000072,1,31.58,31.58,22.3
O0008461,P000189,1,146.11,146.11,116.27
O0008462,P000212,3,66.35,199.05,158.4
O0008462,P000087,3,132.98,398.94,285.75
O0008462,P000030,1,87.03,87.03,64.17
O0008463,P000010,1,91.65,91.65,53.37
O0008465,P000031,2,104.78,209.56,133.04
O0008465,P000005,3,237.41,712.23,419.1
O0008465,P000189,1,146.11,146.11,116.27
O0008466,P000192,1,185.35,185.35,139.62
O0008466,P000019,2,88.69,177.38,146.2
O0008466,P000006,1,127.78,127.78,81.62
O0008466,P000017,1,115.61,115.61,79.36
O0008467,P000216,2,174.5,349.0,247.98
O0008467,P000194,3,182.77,548.31,324.69
O0008467,P000135,2,142.53,285.06,161.2
O0008470,P000068,3,20.3,60.9,47.01
O0008470,P000032,3,101.71,305.13,235.71
O0008470,P000211,2,122.08,244.16,152.66
O0008471,P000161,1,167.58,167.58,138.18
O0008471,P000158,2,19.57,39.14,21.88
O0008471,P000122,1,68.44,68.44,43.53
O0008471,P000086,2,58.31,116.62,70.02
O0008478,P000099,3,89.49,268.47,149.82
O0008483,P000048,2,118.02,236.04,183.06
O0008487,P000084,1,117.97,117.97,96.02
O0008489,P000015,2,154.53,309.06,255.36
O0008489,P000094,1,102.07,102.07,72.9
O0008489,P000162,1,92.33,92.33,70.53
O0008489,P000046,3,181.44,544.32,352.35
O0008491,P000033,3,190.5,571.5,393.87
O0008491,P000195,3,56.5,169.5,105.03
O0008491,P000154,3,125.09,375.27,304.71
O0008491,P000189,1,146.11,146.11,116.27
O0008493,P000082,3,106.48,319.44,189.66
O0008496,P000008,2,119.97,239.94,163.1
O0008496,P000103,2,75.17,150.34,111.88
O0008499,P000130,2,154.58,309.16,190.12
O0008516,P000189,2,146.11,292.22,232.54
O0008516,P000194,3,182.77,548.31,324.69
O0008516,P000165,1,35.61,35.61,23.1
O0008520,P000079,1,113.61,113.61,75.22
O0008521,P000146,1,176.67,176.67,121.52
O0008521,P000015,1,154.53,154.53,127.68
O0008521,P000207,1,180.55,180.55,138.04
O0008529,P000208,3,90.75,272.25,183.24
O0008532,P000100,1,172.57,172.57,129.51
O0008532,P000066,3,109.32,327.96,184.5
O0008532,P000096,3,78.42,235.26,163.17
O0008540,P000024,2,110.76,221.52,132.12
O0008540,P000168,1,59.75,59.75,46.5
O0008543,P000199,1,50.43,50.43,32.15
O0008543,P000067,2,134.32,268.64,173.86
O0008543,P000004,3,61.41,184.23,117.9
O0008543,P000188,2,39.45,78.9,53.68
O0008547,P000199,1,50.43,50.43,32.15
O0008547,P000181,2,160.5,321.0,223.42
O0008547,P000209,2,75.33,150.66,102.12
O0008547,P000158,2,18.57,37.14,21.88
O0008548,P000144,3,20.82,62.46,40.62
O0008548,P000140,1,129.81,129.81,105.58
O0008551,P000211,3,122.08,366.24,228.99
O0008551,P000171,3,204.9,614.7,344.04
O0008551,P000207,1,168.27,168.27,138.04
O0008552,P000125,1,133.53,133.53,105.05
O0008552,P000022,1,172.32,172.32,118.9
O0008552,P000192,3,185.35,556.05,418.86
O0008552,P000152,2,50.19,100.38,68.72
O0008556,P000060,1,17.5,17.5,11.2
O0008556,P000091,1,42.42,42.42,25.07
O0008556,P000111,2,87.61,175.22,119.9
O0008567,P000053,2,105.27,210.54,155.28
O0008567,P000077,2,54.81,109.62,68.22
O0008577,P000116,2,118.02,236.04,167.96
O0008577,P000003,3,143.71,431.13,262.59
O0008580,P000158,1,19.57,19.57,10.94
O0008580,P000166,2,123.53,247.06,148.12
O0008580,P000075,2,39.15,78.3,57.54
O0008580,P000011,3,213.66,640.98,416.37
O0008585,P000206,2,68.58,137.16,98.86
O0008589,P000174,1,80.62,80.62,51.42
O0008589,P000139,2,51.03,102.06,60.9
O0008589,P000041,1,87.84,87.84,51.21
O0008591,P000085,1,157.08,157.08,109.32
O0008594,P000217,1,180.42,180.42,124.78
O0008594,P000140,3,129.81,389.43,316.74
O0008595,P000171,1,187.31,187.31,114.68
O0008604,P000195,3,56.5,169.5,105.03
O0008604,P000092,3,158.09,474.27,286.74
O0008604,P000114,1,31.0,31.0,21.9
O0008612,P000012,2,149.91,299.82,187.84
O0008612,P000136,1,170.33,170.33,133.02
O0008620,P000051,3,51.57,154.71,144.72
O0008621,P000147,1,160.43,160.43,92.58
O0008621,P000154,3,125.09,375.27,304.71
O0008621,P000073,3,133.12,399.36,329.49
O0008624,P000161,2,167.58,335.16,276.36
O0008629,P000078,3,76.24,228.72,180.93
O0008629,P000118,3,142.59,427.77,271.62
O0008629,P000120,3,74.55,223.65,152.25
O0008630,P000060,3,19.54,58.62,33.6
O0008630,P000120,1,74.55,74.55,50.75
O0008630,P000163,3,62.87,188.61,135.03
O0008632,P000190,2,108.68,217.36,153.86
O0008632,P000186,3,36.72,110.16,89.79
O0008634,P000002,3,48.7,146.1,102.06
O0008634,P000217,2,180.42,360.84,249.56
O0008634,P000133,3,181.04,543.12,417.96
O0008634,P000198,3,155.23,465.69,363.99
O0008636,P000057,2,159.47,318.94,197.64
O0008636,P000189,2,146.11,292.22,232.54
O0008636,P000115,3,64.04,192.12,140.73
O0008641,P000099,2,89.49,178.98,99.88
O0008647,P000210,2,108.74,217.48,134.78
O0008647,P000038,1,150.64,150.64,99.67
O0008649,P000058,1,111.12,111.12,86.2
O0008649,P000185,3,181.06,543.18,418.59
O0008657,P000039,2,108.02,216.04,150.26
O0008664,P000185,2,181.06,362.12,279.06
O0008664,P000182,3,142.21,426.63,292.98
O0008664,P000173,3,180.17,540.51,391.14
O0008668,P000144,3,20.82,62.46,40.62
O0008668,P000053,3,95.37,286.11,232.92
O0008670,P000156,2,152.88,305.76,241.78
O0008672,P000004,1,61.41,61.41,39.3
O0008676,P000044,2,71.92,143.84,113.98
O0008676,P000047,1,211.23,211.23,133.5
O0008679,P000109,1,152.41,152.41,99.22
O0008683,P000052,1,195.36,195.36,125.45
O0008683,P000186,3,36.72,110.16,89.79
O0008684,P000198,1,151.77,151.77,121.33
O0008684,P000220,1,131.92,131.92,105.61
O0008684,P000017,2,129.33,258.66,158.72
O0008684,P000129,3,191.34,574.02,399.6
O0008692,P000066,1,109.32,109.32,61.5
O0008692,P000083,1,88.83,88.83,57.71
O0008692,P000138,2,15.57,31.14,20.12
O0008692,P000110,1,23.38,23.38,16.47
O0008695,P000203,2,157.23,314.46,243.52
O0008695,P000039,2,110.39,220.78,150.26
O0008695,P000077,1,54.81,54.81,34.11
O0008697,P000103,1,86.7,86.7,55.94
O0008697,P000079,2,113.61,227.22,150.44
O0008697,P000061,3,67.98,203.94,150.09
O0008697,P000083,3,88.83,266.49,173.13
O0008699,P000054,1,9.48,9.48,5.34
O0008699,P000062,1,226.91,226.91,126.28
O0008699,P000116,1,118.02,118.02,83.98
O0008708,P000219,2,115.81,231.62,129.02
O0008708,P000124,3,35.31,105.93,72.3
O0008715,P000093,1,33.11,33.11,21.13
O0008715,P000191,1,94.4,94.4,56.1
O0008716,P000181,3,160.5,481.5,335.13
O0008716,P000068,2,17.44,34.88,31.34
O0008716,P000049,2,81.62,163.24,106.96
O0008719,P000054,2,9.48,18.96,10.68
O0008719,P000157,2,52.19,104.38,71.04
O0008724,P000023,1,100.61,100.61,75.17
O0008729,P000188,2,42.25,84.5,53.68
O0008737,P000009,3,165.69,497.07,345.03
O0008737,P000007,3,37.9,113.7,87.54
O0008737,P000200,2,71.12,142.24,82.28
O0008739,P000123,3,13.34,40.02,32.37
O0008742,P000040,1,58.35,58.35,41.12
O0008742,P000154,3,125.09,375.27,304.71
O0008742,P000132,3,205.17,615.51,391.68
O0008742,P000152,2,50.19,100.38,68.72
O0008743,P000206,1,59.83,59.83,49.43
O0008743,P000023,2,100.61,201.22,150.34
O0008743,P000174,1,80.62,80.62,51.42
O0008745,P000046,3,181.44,544.32,352.35
O0008746,P000166,2,123.53,247.06,148.12
O0008748,P000033,3,190.5,571.5,393.87
O0008750,P000175,2,179.57,359.14,243.36
O0008752,P000121,1,161.62,161.62,107.7
O0008757,P000102,2,139.36,278.72,204.18
O0008757,P000078,1,76.24,76.24,60.31
O0008757,P000062,3,226.91,680.73,378.84
O0008761,P000123,1,13.34,13.34,10.79
O0008761,P000120,2,74.55,149.1,101.5
O0008761,P000028,3,9.84,29.52,19.2
O0008761,P000070,2,133.12,266.24,201.76
O0008763,P000124,2,38.14,76.28,48.2
O0008771,P000207,1,176.28,176.28,138.04
O0008771,P000151,1,104.27,104.27,80.65
O0008771,P000118,2,142.59,285.18,181.08
O0008771,P000160,3,76.27,228.81,179.79
O0008783,P000169,2,184.78,369.56,221.06
O0008783,P000200,3,63.54,190.62,123.42
O0008783,P000197,3,45.2,135.6,84.03
O0008785,P000216,1,174.5,174.5,123.99
O0008787,P000134,2,117.36,234.72,138.56
O0008787,P000121,1,173.56,173.56,107.7
O0008787,P000130,1,165.68,165.68,95.06
O0008790,P000024,1,110.76,110.76,66.06
O0008792,P000097,3,167.82,503.46,366.48
O0008792,P000111,2,87.61,175.22,119.9
O0008794,P000196,1,18.21,18.21,11.81
O0008794,P000005,3,237.41,712.23,419.1
O0008794,P000176,1,73.87,73.87,44.32
O0008796,P000076,3,66.03,198.09,172.98
O0008800,P000172,1,183.34,183.34,109.12
O0008800,P000136,2,170.33,340.66,266.04
O0008800,P000174,3,73.43,220.29,154.26
O0008803,P000094,1,98.64,98.64,72.9
O0008803,P000202,1,67.22,67.22,43.37
O0008809,P000196,2,18.21,36.42,23.62
O0008809,P000124,2,38.14,76.28,48.2
O0008809,P000195,3,56.5,169.5,105.03
O0008811,P000051,2,59.73,119.46,96.48
O0008811,P000201,1,46.52,46.52,30.22
O0008811,P000200,1,63.7,63.7,41.14
O0008811,P000152,1,43.69,43.69,34.36
O0008823,P000100,1,172.57,172.57,129.51
O0008823,P000183,1,74.7,74.7,58.92
O0008831,P000211,2,122.08,244.16,152.66
O0008831,P000003,3,143.71,431.13,262.59
O0008831,P000083,1,88.83,88.83,57.71
O0008831,P000026,3,55.64,166.92,113.94
O0008836,P000056,3,211.91,635.73,372.3
O0008836,P000188,1,42.25,42.25,26.84
O0008836,P000011,1,213.66,213.66,138.79
O0008838,P000192,2,185.35,370.7,279.24
O0008838,P000049,1,86.43,86.43,53.48
O0008838,P000091,1,38.59,38.59,25.07
O0008840,P000019,2,88.69,177.38,146.2
O0008842,P000116,2,118.02,236.04,167.96
O0008842,P000210,2,108.74,217.48,134.78
O0008842,P000087,3,132.98,398.94,285.75
O0008842,P000058,1,103.08,103.08,86.2
O0008854,P000016,1,39.55,39.55,28.13
O0008854,P000111,2,87.61,175.22,119.9
O0008854,P000020,2,21.98,43.96,32.58
O0008859,P000148,2,79.5,159.0,115.8
O0008865,P000145,2,87.36,174.72,130.4
O0008865,P000037,3,162.34,487.02,288.69
O0008865,P000152,2,50.19,100.38,68.72
O0008865,P000069,1,202.06,202.06,132.62
O0008869,P000218,1,39.43,39.43,27.28
O0008869,P000009,3,165.69,497.07,345.03
O0008869,P000107,3,66.3,198.9,146.67
O0008879,P000047,2,211.23,422.46,267.0
O0008879,P000039,1,110.39,110.39,75.13
O0008879,P000111,3,87.61,262.83,179.85
O0008880,P000157,2,52.19,104.38,71.04
O0008880,P000009,3,154.89,464.67,345.03
O0008880,P000198,2,155.23,310.46,242.66
O0008880,P000138,2,15.57,31.14,20.12
O0008888,P000114,1,31.0,31.0,21.9
O0008888,P000069,1,202.06,202.06,132.62
O0008888,P000047,3,211.23,633.69,400.5
O0008888,P000151,3,104.27,312.81,241.95
O0008897,P000175,3,179.57,538.71,365.04
O0008897,P000043,3,9.11,27.33,18.93
O0008897,P000156,2,152.88,305.76,241.78
O0008897,P000087,2,132.98,265.96,190.5
O0008900,P000209,3,75.33,225.99,153.18
O0008900,P000031,2,104.78,209.56,133.04
O0008900,P000146,2,176.67,353.34,243.04
O0008900,P000179,1,24.92,24.92,20.08
O0008901,P000218,1,39.43,39.43,27.28
O0008901,P000153,1,29.01,29.01,18.02
O0008901,P000003,3,143.71,431.13,262.59
O0008901,P000155,3,159.73,479.19,388.92
O0008905,P000210,1,108.74,108.74,67.39
O0008906,P000071,1,11.46,11.46,8.34
O0008906,P000103,1,86.7,86.7,55.94
O0008909,P000200,3,71.12,213.36,123.42
O0008909,P000105,1,64.7,64.7,46.53
O0008909,P000168,1,59.75,59.75,46.5
O0008909,P000122,3,68.44,205.32,130.59
O0008911,P000059,2,42.4,84.8,69.16
O0008911,P000045,1,177.13,177.13,123.48
O0008912,P000116,2,118.02,236.04,167.96
O0008912,P000023,1,100.61,100.61,75.17
O0008912,P000165,1,35.61,35.61,23.1
O0008922,P000110,1,23.38,23.38,16.47
O0008922,P000176,2,73.87,147.74,88.64
O0008922,P000138,2,15.57,31.14,20.12
O0008922,P000169,2,184.78,369.56,221.06
O0008928,P000050,2,123.33,246.66,167.68
O0008928,P000138,1,13.59,13.59,10.06
O0008928,P000032,1,101.71,101.71,78.57
O0008930,P000063,1,116.15,116.15,65.11
O0008930,P000018,1,167.08,167.08,118.6
O0008930,P000122,2,68.44,136.88,87.06
O0008939,P000052,3,195.36,586.08,376.35
O0008939,P000098,1,8.88,8.88,6.5
O0008939,P000032,3,101.71,305.13,235.71
O0008940,P000132,3,205.17,615.51,391.68
O0008940,P000131,3,51.84,155.52,127.95
O0008940,P000039,1,103.47,103.47,75.13
O0008940,P000203,2,168.85,337.7,243.52
O0008943,P000160,2,76.27,152.54,119.86
O0008943,P000171,1,204.9,204.9,114.68
O0008948,P000198,2,155.23,310.46,242.66
O0008948,P000176,1,73.87,73.87,44.32
O0008948,P000092,1,142.59,142.59,95.58
O0008948,P000202,1,67.22,67.22,43.37
O0008950,P000046,3,181.44,544.32,352.35
O0008950,P000198,1,155.23,155.23,121.33
O0008950,P000080,3,50.15,150.45,124.23
O0008957,P000216,1,174.5,174.5,123.99
O0008957,P000126,1,99.11,99.11,79.33
O0008957,P000141,1,243.31,243.31,138.14
O0008957,P000036,1,146.96,146.96,114.78
O0008971,P000181,1,160.5,160.5,111.71
O0008973,P000130,1,155.9,155.9,95.06
O0008973,P000063,1,116.15,116.15,65.11
O0008974,P000095,3,179.35,538.05,400.14
O0008977,P000054,3,9.48,28.44,16.02
O0008978,P000038,3,150.64,451.92,299.01
O0008979,P000040,3,58.35,175.05,123.36
O0008979,P000116,3,113.2,339.6,251.94
O0008979,P000050,2,123.33,246.66,167.68
O0008979,P000202,2,67.22,134.44,86.74
O0008993,P000071,1,13.16,13.16,8.34
O0008993,P000066,3,109.32,327.96,184.5
O0008993,P000081,2,33.16,66.32,47.88
O0008995,P000120,3,74.55,223.65,152.25
O0008995,P000009,3,165.69,497.07,345.03
O0008995,P000041,1,87.84,87.84,51.21
O0008995,P000135,1,142.53,142.53,80.6
O0008996,P000215,2,110.1,220.2,141.92
O0008997,P000016,3,39.55,118.65,84.39
O0008997,P000189,3,146.11,438.33,348.81
O0008997,P000026,1,55.64,55.64,37.98
O0008998,P000088,1,101.61,101.61,62.93
O0008998,P000002,1,48.7,48.7,34.02
O0008998,P000063,3,116.15,348.45,195.33
O0009004,P000180,1,172.02,172.02,135.45
O0009004,P000029,2,23.05,46.1,34.16
O0009004,P000063,1,110.4,110.4,65.11
O0009004,P000098,3,8.88,26.64,19.5
O0009008,P000101,2,78.94,157.88,112.2
O0009008,P000016,2,39.55,79.1,56.26
O0009008,P000032,3,97.12,291.36,235.71
O0009008,P000146,1,176.67,176.67,121.52
O0009013,P000197,2,45.2,90.4,56.02
O0009013,P000180,2,172.02,344.04,270.9
O0009013,P000185,2,181.06,362.12,279.06
O0009013,P000115,1,64.04,64.04,46.91
O0009015,P000139,1,51.03,51.03,30.45
O0009015,P000019,3,88.69,266.07,219.3
O0009015,P000086,3,58.31,174.93,105.03
O0009016,P000024,1,110.76,110.76,66.06
O0009016,P000149,2,186.82,373.64,267.96
O0009021,P000109,2,160.16,320.32,198.44
O0009024,P000212,2,66.35,132.7,105.6
O0009024,P000108,2,12.76,25.52,20.06
O0009024,P000091,3,42.42,127.26,75.21
O0009031,P000088,1,101.61,101.61,62.93
O0009031,P000125,1,133.53,133.53,105.05
O0009031,P000113,1,130.31,130.31,104.83
O0009031,P000025,2,146.99,293.98,198.82
