customer_id,signup_date,acquisition_channel,region,is_vip
C002284,2024-04-26,Organic,East,0
C006032,2024-04-26,Organic,South,0
C003022,2024-04-26,Organic,North,0
C006551,2024-04-26,Direct,East,0
C004483,2024-04-26,Organic,North,0
C008882,2024-04-26,Affiliate,Central,0
C008174,2024-04-26,Paid Search,North,0
C000855,2024-04-26,Paid Search,South,0
C007028,2024-04-26,Organic,West,0
C003095,2024-04-26,Organic,West,0
C000218,2024-04-26,Organic,Central,0
C007579,2024-04-26,Paid Search,North,0
C004987,2024-04-26,Paid Search,South,0
C002213,2024-04-27,Affiliate,South,0
C007247,2024-04-27,Paid Search,Central,0
C007224,2024-04-27,Email,Central,0
C002215,2024-04-27,Paid Search,West,0
C000594,2024-04-27,Social,West,0
C002920,2024-04-27,Email,North,0
C007962,2024-04-27,Social,North,0
C003948,2024-04-27,Email,East,0
C005611,2024-04-27,Organic,Central,0
C006909,2024-04-27,Social,East,1
C006127,2024-04-27,Paid Search,North,0
C001536,2024-04-27,Email,West,0
C000129,2024-04-27,Paid Search,South,0
C006355,2024-04-27,Social,East,0
C005409,2024-04-27,Affiliate,West,0
C007812,2024-04-27,Paid Search,East,0
C000763,2024-04-28,Affiliate,North,0
C002648,2024-04-28,Organic,Central,0
C000774,2024-04-28,Social,West,0
C006309,2024-04-28,Email,South,0
C000353,2024-04-28,Social,Central,0
C000108,2024-04-28,Paid Search,North,0
C001326,2024-04-28,Organic,North,0
C008838,2024-04-28,Organic,West,0
C008706,2024-04-28,Paid Search,North,0
C005965,2024-04-29,Social,Central,0
C007042,2024-04-29,Paid Search,North,0
C005160,2024-04-29,Organic,West,0
C002879,2024-04-29,Organic,West,0
C003637,2024-04-29,Paid Search,West,0
C007368,2024-04-29,Organic,Central,0
C006006,2024-04-29,Organic,Central,0
C002704,2024-04-29,Email,North,0
C005751,2024-04-29,Paid Search,North,0
C008813,2024-04-29,Organic,North,0
C001935,2024-04-29,Email,South,0
C000808,2024-04-29,Direct,North,0
C003262,2024-04-29,Organic,East,0
C002834,2024-04-29,Organic,North,0
C003724,2024-04-29,Social,South,1
C006577,2024-04-29,Paid Search,Central,0
C003059,2024-04-30,Direct,North,0
C003962,2024-04-30,Organic,West,0
C000878,2024-04-30,Organic,Central,0
C000999,2024-04-30,Paid Search,South,0
C004796,2024-04-30,Paid Search,North,0
C007662,2024-04-30,Organic,West,0
C005561,2024-04-30,Direct,North,1
C008315,2024-04-30,Affiliate,Central,0
C002519,2024-04-30,Affiliate,Central,0
C001274,2024-04-30,Social,East,0
C006480,2024-04-30,Paid Search,West,0
C007138,2024-04-30,Paid Search,East,0
C006784,2024-04-30,Paid Search,West,0
C002452,2024-04-30,Email,South,1
C004764,2024-04-30,Paid Search,West,0
C002874,2024-04-30,Affiliate,Central,0
C008407,2024-05-01,Direct,North,0
C002932,2024-05-01,Organic,East,0
C000357,2024-05-01,Social,East,0
C006668,2024-05-01,Paid Search,North,0
C006729,2024-05-01,Paid Search,North,0
C001568,2024-05-01,Email,North,0
C007526,2024-05-01,Paid Search,North,0
C003959,2024-05-01,Affiliate,East,0
C004259,2024-05-01,Affiliate,East,0
C008672,2024-05-01,Paid Search,West,0
C002728,2024-05-01,Organic,North,0
C005078,2024-05-01,Direct,North,1
C003445,2024-05-01,Affiliate,West,0
C003755,2024-05-01,Email,Central,0
C000254,2024-05-01,Social,South,0
C007567,2024-05-02,Organic,Central,1
C001469,2024-05-02,Paid Search,West,1
C008660,2024-05-02,Paid Search,South,0
C004999,2024-05-02,Email,West,0
C001922,2024-05-02,Paid Search,East,0
C001431,2024-05-02,Paid Search,South,0
C002268,2024-05-02,Direct,East,0
C007713,2024-05-02,Paid Search,South,0
C000784,2024-05-02,Paid Search,Central,0
C004694,2024-05-02,Organic,North,0
C003033,2024-05-02,Paid Search,North,0
C006816,2024-05-02,Social,South,0
C007135,2024-05-02,Organic,East,0
C005791,2024-05-02,Paid Search,West,0
C004964,2024-05-02,Organic,East,0
C007818,2024-05-02,Paid Search,East,0
C006390,2024-05-02,Paid Search,Central,0
C004739,2024-05-02,Paid Search,North,0
C003341,2024-05-03,Social,East,0
C001984,2024-05-03,Social,South,0
C008330,2024-05-03,Paid Search,North,0
C005851,2024-05-03,Social,Central,0
C002200,2024-05-03,Affiliate,West,1
C007673,2024-05-03,Email,West,0
C001468,2024-05-03,Paid Search,East,0
C004584,2024-05-03,Paid Search,Central,0
C005420,2024-05-03,Affiliate,West,0
C007979,2024-05-03,Social,North,0
C007288,2024-05-03,Email,West,0
C002928,2024-05-03,Paid Search,South,0
C005938,2024-05-03,Direct,West,0
C006920,2024-05-03,Direct,South,0
C001608,2024-05-03,Direct,North,0
C000862,2024-05-03,Organic,East,1
C002582,2024-05-03,Paid Search,South,1
C002538,2024-05-04,Affiliate,South,0
C005840,2024-05-04,Organic,East,0
C002341,2024-05-04,Social,East,0
C001163,2024-05-04,Paid Search,North,0
C002576,2024-05-04,Email,East,0
C006230,2024-05-04,Affiliate,West,0
C001978,2024-05-04,Paid Search,North,0
C005187,2024-05-04,Email,Central,0
C003515,2024-05-04,Email,North,0
C003552,2024-05-04,Organic,North,0
C002938,2024-05-04,Organic,East,0
C008947,2024-05-04,Paid Search,Central,0
C003513,2024-05-04,Affiliate,Central,0
C004117,2024-05-04,Organic,North,0
C003590,2024-05-05,Organic,North,0
C003130,2024-05-05,Organic,West,0
C005629,2024-05-05,Paid Search,West,0
C005449,2024-05-05,Paid Search,North,0
C004615,2024-05-05,Organic,East,0
C007491,2024-05-05,Direct,,0
C002797,2024-05-05,Paid Search,Central,1
C005014,2024-05-05,Email,West,0
C005500,2024-05-05,Paid Search,North,0
C004183,2024-05-05,Paid Search,East,0
C005720,2024-05-05,Email,West,0
C003747,2024-05-05,Organic,Central,0
C005447,2024-05-05,Organic,West,1
C006841,2024-05-05,Paid Search,South,0
C006101,2024-05-05,Social,Central,0
C003309,2024-05-05,Paid Search,South,0
C002331,2024-05-05,Email,North,0
C007625,2024-05-06,Organic,Central,0
C002154,2024-05-06,Paid Search,North,0
C008418,2024-05-06,Email,North,0
C008769,2024-05-06,Email,Central,0
C007001,2024-05-06,Email,East,0
C002291,2024-05-06,Paid Search,South,0
C000478,2024-05-06,Organic,West,0
C002633,2024-05-06,Paid Search,East,0
C003592,2024-05-07,Paid Search,South,0
C007332,2024-05-07,Paid Search,Central,0
C008780,2024-05-07,Direct,South,0
C007012,2024-05-07,Paid Search,North,0
C007466,2024-05-07,Direct,East,0
C001526,2024-05-07,Organic,North,0
C006094,2024-05-07,Paid Search,Central,0
C001116,2024-05-07,Email,West,1
C000118,2024-05-07,Affiliate,East,0
C004913,2024-05-07,Social,East,0
C006938,2024-05-07,Social,West,0
C004968,2024-05-07,Paid Search,North,0
C008331,2024-05-07,Organic,South,0
C004794,2024-05-08,Organic,West,0
C002395,2024-05-08,Paid Search,South,0
C007150,2024-05-08,Direct,West,0
C008098,2024-05-08,Paid Search,West,0
C006776,2024-05-08,Paid Search,North,0
C007461,2024-05-08,Paid Search,South,0
C007859,2024-05-08,Social,South,0
C007035,2024-05-08,Social,South,0
C007164,2024-05-08,Organic,North,0
C007885,2024-05-08,Paid Search,South,0
C007898,2024-05-08,Organic,East,0
C007784,2024-05-08,Organic,South,0
C003930,2024-05-08,Affiliate,West,0
C006498,2024-05-08,Organic,West,0
C004192,2024-05-08,Organic,North,0
C006490,2024-05-08,Paid Search,Central,0
C001820,2024-05-08,Email,North,0
C005350,2024-05-08,Paid Search,North,0
C003935,2024-05-08,Organic,West,0
C003308,2024-05-09,Social,North,0
C003063,2024-05-09,Email,Central,0
C002703,2024-05-09,Paid Search,North,0
C000312,2024-05-09,Paid Search,Central,0
C006125,2024-05-09,Paid Search,North,1
C000698,2024-05-09,Social,South,0
C001150,2024-05-09,Paid Search,West,0
C002873,2024-05-09,Organic,North,0
C007096,2024-05-09,Organic,South,0
C005717,2024-05-10,Direct,West,0
C004493,2024-05-10,Social,South,0
C000923,2024-05-10,Paid Search,South,0
C000945,2024-05-10,Affiliate,Central,0
C006041,2024-05-10,Direct,Central,0
C005386,2024-05-10,Direct,North,0
C001053,2024-05-10,Paid Search,East,0
C002900,2024-05-10,Organic,West,0
C006417,2024-05-10,Paid Search,West,0
C004595,2024-05-10,Direct,Central,0
C007918,2024-05-10,Direct,East,1
C006140,2024-05-10,Direct,East,0
C006848,2024-05-10,Affiliate,West,0
C004458,2024-05-11,Social,East,0
C007886,2024-05-11,Organic,South,0
C005792,2024-05-11,Paid Search,East,0
C002220,2024-05-11,Paid Search,South,0
C000242,2024-05-11,Email,West,0
C004229,2024-05-11,Paid Search,North,0
C005345,2024-05-11,Paid Search,North,0
C003706,2024-05-11,Organic,East,0
C000514,2024-05-11,Affiliate,Central,0
C003874,2024-05-11,Organic,Central,0
C004258,2024-05-11,Email,East,0
C005708,2024-05-11,Paid Search,East,0
C003410,2024-05-11,Direct,East,0
C006474,2024-05-11,Paid Search,East,0
C006544,2024-05-11,Organic,South,0
C001587,2024-05-11,Paid Search,West,0
C001580,2024-05-11,Email,South,0
C007064,2024-05-11,Organic,Central,0
C007957,2024-05-11,Paid Search,East,0
C000995,2024-05-11,Paid Search,East,0
C002005,2024-05-12,Paid Search,North,0
C004748,2024-05-12,Paid Search,North,0
C003813,2024-05-12,Email,South,0
C002613,2024-05-12,Email,West,0
C007320,2024-05-12,Paid Search,,0
C003642,2024-05-12,Paid Search,East,0
C008754,2024-05-12,Direct,North,0
C004381,2024-05-12,Direct,East,0
C004723,2024-05-12,Affiliate,Central,0
C008585,2024-05-12,Paid Search,East,0
C004450,2024-05-12,Paid Search,North,0
C002369,2024-05-12,Affiliate,Central,0
C000119,2024-05-12,Email,South,0
C007238,2024-05-12,Social,North,0
C002640,2024-05-12,Organic,South,0
C004649,2024-05-13,Paid Search,South,0
C007537,2024-05-13,Organic,East,0
C003716,2024-05-13,Social,Central,0
C003293,2024-05-13,Social,,0
C002351,2024-05-13,Affiliate,East,0
C001913,2024-05-13,Organic,North,0
C006137,2024-05-13,Organic,South,0
C002132,2024-05-13,Email,North,0
C001440,2024-05-13,Paid Search,East,0
C005085,2024-05-13,Paid Search,Central,0
C003897,2024-05-13,Organic,South,0
C004919,2024-05-13,Paid Search,West,0
C001873,2024-05-13,Paid Search,West,0
C007429,2024-05-13,Affiliate,Central,0
C005786,2024-05-13,Organic,Central,0
C003191,2024-05-13,Email,West,0
C004467,2024-05-13,Social,East,0
C005103,2024-05-14,Paid Search,East,0
C005340,2024-05-14,Social,West,0
C003449,2024-05-14,Paid Search,South,0
C000476,2024-05-14,Paid Search,Central,0
C002911,2024-05-14,Social,East,0
C002040,2024-05-14,Direct,South,0
C007174,2024-05-14,Social,North,0
C007966,2024-05-14,Social,North,0
C008385,2024-05-14,Paid Search,East,0
C008967,2024-05-14,Affiliate,South,0
C001967,2024-05-14,Paid Search,Central,0
C003899,2024-05-14,Social,South,0
C000098,2024-05-14,Paid Search,South,0
C003882,2024-05-14,Paid Search,West,0
C005213,2024-05-15,Social,West,0
C002662,2024-05-15,Organic,West,0
C003993,2024-05-15,Paid Search,West,1
C007732,2024-05-15,Direct,East,0
C008764,2024-05-15,Paid Search,South,1
C005862,2024-05-15,Paid Search,West,0
C004199,2024-05-15,Paid Search,West,0
C006739,2024-05-15,Paid Search,Central,0
C004838,2024-05-15,Organic,East,0
C006168,2024-05-15,Social,Central,0
C001448,2024-05-15,Paid Search,Central,0
C004961,2024-05-15,Social,South,0
C006114,2024-05-15,Organic,Central,1
C004349,2024-05-16,Paid Search,Central,0
C008725,2024-05-16,Direct,,0
C005374,2024-05-16,Organic,West,0
C003500,2024-05-16,Email,South,0
C000684,2024-05-16,Organic,South,0
C003600,2024-05-16,Direct,South,0
C006837,2024-05-17,Direct,South,0
C003303,2024-05-17,Paid Search,West,0
C002354,2024-05-17,Paid Search,East,0
C002531,2024-05-17,Paid Search,East,0
C007611,2024-05-17,Direct,West,0
C001056,2024-05-17,Affiliate,East,0
C001718,2024-05-17,Organic,East,0
C001212,2024-05-17,Social,West,0
C005821,2024-05-17,Paid Search,North,0
C000461,2024-05-17,Paid Search,East,0
C008513,2024-05-17,Organic,East,0
C005094,2024-05-17,Paid Search,South,0
C006553,2024-05-17,Paid Search,Central,0
C002686,2024-05-17,Social,South,0
C008702,2024-05-17,Organic,West,0
C000793,2024-05-17,Social,South,1
C001193,2024-05-17,Organic,North,0
C000664,2024-05-17,Organic,South,0
C006530,2024-05-17,Paid Search,South,0
C001868,2024-05-17,Paid Search,North,0
C001186,2024-05-17,Organic,South,0
C008055,2024-05-18,Affiliate,Central,0
C000672,2024-05-18,Paid Search,North,0
C005878,2024-05-18,Paid Search,West,0
C002740,2024-05-18,Organic,West,0
C008132,2024-05-18,Email,North,0
C004770,2024-05-18,Paid Search,South,0
C006863,2024-05-18,Organic,Central,0
C004877,2024-05-18,Direct,North,0
C001148,2024-05-18,Paid Search,West,0
C000794,2024-05-18,Organic,West,0
C004008,2024-05-18,Affiliate,West,0
C000636,2024-05-18,Organic,West,0
C004431,2024-05-18,Email,Central,0
C000884,2024-05-18,Affiliate,North,0
C000690,2024-05-18,Email,West,0
C007758,2024-05-18,Organic,Central,0
C007870,2024-05-18,Affiliate,North,0
C001173,2024-05-18,Email,East,0
C000874,2024-05-18,Email,South,0
C007419,2024-05-18,Affiliate,North,0
C002183,2024-05-18,Organic,West,0
C007326,2024-05-18,Paid Search,North,0
C008836,2024-05-18,Paid Search,East,0
C007076,2024-05-18,Affiliate,South,0
C002782,2024-05-19,Email,South,0
C000597,2024-05-19,Social,North,0
C003505,2024-05-19,Social,North,0
C008833,2024-05-19,Organic,South,0
C002742,2024-05-19,Paid Search,North,0
C001199,2024-05-19,Direct,West,0
C001217,2024-05-19,Affiliate,North,0
C008770,2024-05-19,Affiliate,East,0
C004106,2024-05-19,Email,North,0
C008276,2024-05-19,Email,West,0
C002535,2024-05-19,Affiliate,Central,0
C000813,2024-05-19,Organic,East,0
C008325,2024-05-20,Paid Search,Central,0
C006484,2024-05-20,Organic,South,0
C004912,2024-05-20,Direct,North,0
C008040,2024-05-20,Organic,Central,0
C008556,2024-05-20,Affiliate,South,0
C008673,2024-05-20,Organic,East,0
C002056,2024-05-20,Social,Central,0
C005305,2024-05-20,Paid Search,North,0
C001232,2024-05-20,Email,North,0
C005125,2024-05-20,Organic,Central,0
C003564,2024-05-20,Paid Search,South,0
C005294,2024-05-20,Paid Search,West,0
C005503,2024-05-21,Paid Search,East,0
C008426,2024-05-21,Social,East,0
C003593,2024-05-21,Social,North,0
C008557,2024-05-21,Paid Search,Central,1
C003780,2024-05-21,Affiliate,West,1
C000991,2024-05-21,Social,West,0
C001522,2024-05-21,Affiliate,West,0
C000430,2024-05-21,Affiliate,Central,0
C007991,2024-05-21,Paid Search,South,0
C005051,2024-05-21,Paid Search,East,0
C006218,2024-05-21,Social,Central,0
C005536,2024-05-21,Paid Search,South,0
C001475,2024-05-21,Paid Search,South,0
C007099,2024-05-21,Paid Search,West,0
C001857,2024-05-21,Affiliate,East,0
C005012,2024-05-21,Direct,West,0
C007393,2024-05-21,Affiliate,South,0
C006231,2024-05-21,Organic,Central,0
C008700,2024-05-21,Paid Search,North,1
C001281,2024-05-21,Organic,South,0
C007097,2024-05-21,Email,West,0
C007650,2024-05-22,Affiliate,Central,0
C003673,2024-05-22,Social,Central,0
C005355,2024-05-22,Organic,West,0
C001332,2024-05-22,Paid Search,East,0
C002807,2024-05-22,Organic,Central,0
C001996,2024-05-22,Social,West,0
C004511,2024-05-22,Paid Search,West,0
C000459,2024-05-22,Paid Search,Central,0
C002246,2024-05-22,Organic,South,0
C001912,2024-05-22,Affiliate,North,0
C001784,2024-05-22,Organic,South,0
C001025,2024-05-22,Paid Search,East,0
C004122,2024-05-23,Social,North,0
C004134,2024-05-23,Organic,South,0
C003294,2024-05-23,Paid Search,Central,0
C007822,2024-05-23,Direct,North,0
C008059,2024-05-23,Paid Search,Central,0
C002174,2024-05-23,Email,West,0
C000311,2024-05-23,Paid Search,West,0
C006153,2024-05-23,Paid Search,North,0
C001553,2024-05-23,Paid Search,North,0
C001235,2024-05-23,Organic,,0
C000372,2024-05-23,Social,South,0
C008785,2024-05-23,Organic,North,0
C005603,2024-05-23,Email,Central,0
C002226,2024-05-23,Direct,Central,0
C007523,2024-05-23,Direct,West,0
C002266,2024-05-23,Organic,Central,0
C007883,2024-05-23,Paid Search,West,0
C002098,2024-05-24,Social,West,0
C000395,2024-05-24,Organic,East,0
C007104,2024-05-24,Paid Search,North,1
C007093,2024-05-24,Social,South,0
C004098,2024-05-24,Organic,Central,0
C007400,2024-05-24,Paid Search,West,0
C001989,2024-05-25,Affiliate,North,0
C003408,2024-05-25,Social,South,0
C005261,2024-05-25,Organic,North,0
C002587,2024-05-25,Email,West,0
C004772,2024-05-25,Paid Search,South,0
C008070,2024-05-25,Paid Search,South,0
C004496,2024-05-25,Organic,North,0
C003738,2024-05-25,Social,Central,0
C004226,2024-05-25,Email,South,0
C001140,2024-05-25,Affiliate,West,0
C006714,2024-05-25,Email,North,0
C003261,2024-05-25,Paid Search,North,0
C003973,2024-05-25,Social,North,0
C004167,2024-05-25,Affiliate,West,0
C005523,2024-05-25,Email,South,0
C004201,2024-05-25,Paid Search,Central,0
C006286,2024-05-25,Paid Search,East,0
C000386,2024-05-25,Paid Search,North,0
C001669,2024-05-25,Paid Search,South,0
C003482,2024-05-26,Affiliate,East,0
C001178,2024-05-26,Paid Search,West,0
C004019,2024-05-26,Paid Search,South,0
C007182,2024-05-26,Paid Search,North,0
C006341,2024-05-26,Paid Search,West,0
C001806,2024-05-26,Paid Search,Central,0
C002926,2024-05-26,Email,South,0
C002735,2024-05-26,Organic,East,0
C006410,2024-05-26,Social,East,0
C003281,2024-05-27,Affiliate,West,0
C002195,2024-05-27,Paid Search,North,0
C001590,2024-05-27,Organic,North,0
C006740,2024-05-27,Direct,West,0
C003228,2024-05-27,Organic,Central,0
C008636,2024-05-27,Paid Search,West,0
C000576,2024-05-27,Paid Search,West,0
C006465,2024-05-27,Direct,West,0
C001905,2024-05-27,Affiliate,West,1
C008768,2024-05-27,Organic,North,0
C008578,2024-05-27,Email,Central,0
C003240,2024-05-27,Email,East,0
C002430,2024-05-27,Organic,South,0
C002687,2024-05-27,Email,West,0
C005814,2024-05-27,Affiliate,South,0
C005408,2024-05-27,Organic,North,0
C008229,2024-05-27,Organic,East,0
C000291,2024-05-28,Organic,West,0
C002806,2024-05-28,Affiliate,Central,0
C008094,2024-05-28,Paid Search,North,0
C006827,2024-05-28,Paid Search,South,0
C008272,2024-05-28,Paid Search,North,0
C001959,2024-05-28,Direct,East,0
C003952,2024-05-28,Paid Search,South,0
C004056,2024-05-28,Social,North,1
C005027,2024-05-28,Direct,North,0
C005145,2024-05-28,Direct,West,1
C007024,2024-05-28,Paid Search,West,0
C000624,2024-05-28,Direct,Central,0
C003715,2024-05-28,Paid Search,North,0
C007207,2024-05-28,Paid Search,Central,0
C007658,2024-05-28,Paid Search,Central,0
C003519,2024-05-28,Organic,East,0
C005463,2024-05-29,Paid Search,North,0
C005102,2024-05-29,Direct,South,0
C000002,2024-05-29,Affiliate,Central,0
C003858,2024-05-29,Email,West,0
C002737,2024-05-29,Affiliate,South,0
C002901,2024-05-29,Affiliate,East,0
C002390,2024-05-29,Paid Search,Central,0
C002498,2024-05-29,Affiliate,South,0
C006527,2024-05-29,Direct,Central,0
C002130,2024-05-29,Social,West,0
C007843,2024-05-29,Direct,South,0
C004863,2024-05-29,Social,Central,0
C008915,2024-05-29,Social,North,0
C001302,2024-05-29,Organic,East,0
C001354,2024-05-29,Email,,0
C008989,2024-05-29,Organic,East,0
C000625,2024-05-29,Paid Search,East,0
C005256,2024-05-30,Paid Search,West,1
C008404,2024-05-30,Paid Search,West,0
C004287,2024-05-30,Paid Search,West,0
C005593,2024-05-30,Organic,West,0
C004428,2024-05-30,Paid Search,West,0
C003157,2024-05-30,Email,North,0
C006593,2024-05-30,Email,South,0
C001098,2024-05-30,Social,East,0
C003729,2024-05-30,Email,West,0
C005737,2024-05-30,Social,South,0
C008073,2024-05-30,Paid Search,Central,0
C008848,2024-05-30,Email,West,0
C003086,2024-05-30,Email,South,0
C002838,2024-05-30,Affiliate,North,0
C001480,2024-05-30,Social,North,0
C002321,2024-05-30,Social,Central,0
C005416,2024-05-30,Social,North,1
C006273,2024-05-30,Organic,South,0
C006489,2024-05-30,Email,East,0
C000975,2024-05-31,Paid Search,North,0
C008388,2024-05-31,Organic,West,1
C002362,2024-05-31,Paid Search,North,0
C000932,2024-05-31,Organic,East,1
C004177,2024-05-31,Affiliate,North,0
C001695,2024-05-31,Email,West,0
C004406,2024-05-31,Organic,Central,0
C002438,2024-05-31,Organic,South,0
C005854,2024-05-31,Direct,North,0
C007941,2024-05-31,Paid Search,South,0
C006351,2024-05-31,Email,East,0
C004065,2024-05-31,Email,West,0
C005222,2024-05-31,Paid Search,West,0
C000049,2024-05-31,Paid Search,North,0
C005442,2024-05-31,Social,West,0
C005336,2024-05-31,Organic,North,0
C006891,2024-05-31,Paid Search,West,0
C006337,2024-05-31,Social,East,0
C001844,2024-05-31,Paid Search,Central,0
C000888,2024-05-31,Paid Search,West,0
C004039,2024-05-31,Organic,North,0
C007829,2024-05-31,Paid Search,South,1
C006845,2024-05-31,Direct,East,0
C008970,2024-05-31,Paid Search,North,0
C000758,2024-06-01,Paid Search,South,0
C005621,2024-06-01,Paid Search,North,0
C004949,2024-06-01,Paid Search,North,0
C002383,2024-06-01,Paid Search,North,1
C003544,2024-06-01,Direct,South,0
C004083,2024-06-01,Paid Search,South,0
C001255,2024-06-01,Social,East,0
C001368,2024-06-01,Affiliate,North,0
C002305,2024-06-01,Direct,West,0
C002204,2024-06-01,Email,Central,1
C007209,2024-06-01,Affiliate,West,0
C000952,2024-06-01,Social,South,0
C003274,2024-06-01,Organic,North,0
C003797,2024-06-01,Organic,South,0
C005234,2024-06-01,Social,North,0
C006090,2024-06-01,Social,South,0
C007696,2024-06-01,Social,North,0
C000043,2024-06-01,Organic,South,0
C007041,2024-06-02,Paid Search,Central,1
C004564,2024-06-02,Paid Search,West,0
C008175,2024-06-02,Paid Search,East,0
C007044,2024-06-02,Social,East,0
C002551,2024-06-02,Organic,South,1
C006320,2024-06-02,Paid Search,South,0
C002052,2024-06-02,Paid Search,North,0
C000732,2024-06-02,Affiliate,South,0
C000398,2024-06-02,Social,East,0
C005349,2024-06-02,Social,Central,0
C004481,2024-06-02,Email,South,0
C005572,2024-06-02,Affiliate,South,0
C001527,2024-06-02,Organic,South,0
C000062,2024-06-02,Paid Search,Central,0
C000325,2024-06-02,Affiliate,South,0
C003526,2024-06-02,Paid Search,Central,0
C007380,2024-06-02,Paid Search,East,0
C006339,2024-06-02,Paid Search,Central,0
C008597,2024-06-02,Paid Search,Central,0
C000145,2024-06-03,Affiliate,East,0
C001024,2024-06-03,Paid Search,North,0
C001467,2024-06-03,Paid Search,West,0
C006921,2024-06-03,Direct,West,1
C004143,2024-06-03,Social,West,0
C002211,2024-06-03,Social,South,0
C001843,2024-06-03,Organic,East,0
C008295,2024-06-03,Organic,Central,0
C003311,2024-06-03,Direct,Central,1
C000901,2024-06-03,Email,Central,0
C007921,2024-06-03,Email,Central,1
C003913,2024-06-03,Paid Search,North,0
C004604,2024-06-03,Email,South,0
C005042,2024-06-03,Paid Search,Central,0
C008278,2024-06-03,Direct,South,0
C008631,2024-06-03,Social,South,0
C003768,2024-06-04,Paid Search,South,0
C008698,2024-06-04,Email,North,0
C003320,2024-06-04,Email,East,0
C004024,2024-06-04,Email,East,0
C001943,2024-06-04,Organic,East,0
C007497,2024-06-04,Organic,South,0
C004911,2024-06-04,Paid Search,North,0
C002918,2024-06-04,Affiliate,West,0
C004449,2024-06-04,Email,Central,0
C006790,2024-06-04,Social,East,0
C007287,2024-06-04,Direct,North,0
C003192,2024-06-04,Social,East,0
C001698,2024-06-04,Social,North,0
C001435,2024-06-04,Affiliate,South,0
C007942,2024-06-05,Direct,South,0
C005839,2024-06-05,Email,West,1
C004311,2024-06-05,Paid Search,East,0
C001780,2024-06-05,Organic,East,0
C006475,2024-06-05,Email,East,0
C006941,2024-06-05,Social,West,0
C007263,2024-06-05,Paid Search,West,0
C001778,2024-06-05,Social,South,0
C001371,2024-06-05,Organic,,0
C000190,2024-06-05,Paid Search,East,0
C001649,2024-06-05,Social,West,0
C000380,2024-06-05,Paid Search,East,0
C004878,2024-06-05,Direct,South,0
C005264,2024-06-05,Organic,East,0
C004436,2024-06-05,Paid Search,East,0
C004195,2024-06-06,Direct,North,1
C008821,2024-06-06,Paid Search,Central,0
C003265,2024-06-06,Organic,Central,0
C006182,2024-06-06,Direct,North,0
C002663,2024-06-06,Paid Search,South,0
C000795,2024-06-06,Direct,West,0
C006492,2024-06-06,Organic,North,0
C006926,2024-06-06,Organic,South,0
C007953,2024-06-06,Paid Search,East,0
C004698,2024-06-06,Organic,Central,0
C005432,2024-06-06,Paid Search,Central,1
C008740,2024-06-06,Social,South,0
C003996,2024-06-06,Paid Search,North,0
C000573,2024-06-06,Social,Central,0
C002106,2024-06-06,Paid Search,East,0
C004586,2024-06-06,Paid Search,North,0
C006607,2024-06-06,Paid Search,Central,0
C006438,2024-06-07,Email,West,0
C008790,2024-06-07,Organic,South,0
C002435,2024-06-07,Organic,West,0
C002881,2024-06-07,Direct,South,0
C008206,2024-06-07,Direct,West,0
C004358,2024-06-07,Direct,Central,0
C004785,2024-06-07,Organic,Central,0
C004860,2024-06-07,Paid Search,Central,1
C008063,2024-06-07,Email,West,0
C008537,2024-06-07,Paid Search,North,1
C000602,2024-06-07,Organic,West,0
C004479,2024-06-07,Paid Search,East,0
C004645,2024-06-07,Social,South,1
C006181,2024-06-07,Affiliate,South,0
C007905,2024-06-07,Social,Central,1
C000677,2024-06-07,Paid Search,Central,0
C000050,2024-06-07,Organic,North,0
C002372,2024-06-08,Paid Search,Central,0
C001215,2024-06-08,Organic,West,0
C003847,2024-06-08,Organic,East,0
C008491,2024-06-08,Paid Search,East,0
C000319,2024-06-08,Paid Search,South,0
C005232,2024-06-08,Organic,North,0
C000220,2024-06-08,Email,South,0
C008394,2024-06-08,Direct,East,0
C000194,2024-06-08,Paid Search,East,0
C003204,2024-06-08,Email,Central,0
C007492,2024-06-08,Paid Search,North,1
C007592,2024-06-08,Affiliate,South,0
C006188,2024-06-08,Paid Search,South,0
C007483,2024-06-08,Organic,East,0
C003760,2024-06-08,Paid Search,South,0
C008124,2024-06-08,Direct,South,0
C003748,2024-06-08,Paid Search,Central,0
C003711,2024-06-08,Social,West,0
C007890,2024-06-08,Paid Search,Central,0
C004009,2024-06-08,Affiliate,West,0
C004544,2024-06-08,Paid Search,South,0
C007281,2024-06-09,Email,North,0
C008294,2024-06-09,Social,South,0
C002846,2024-06-09,Organic,South,0
C006665,2024-06-09,Organic,Central,0
C004113,2024-06-09,Social,East,0
C006262,2024-06-09,Social,South,0
C008639,2024-06-09,Paid Search,West,1
C006832,2024-06-09,Direct,East,0
C001560,2024-06-09,Direct,West,1
C007180,2024-06-09,Affiliate,West,0
C006307,2024-06-09,Email,Central,0
C001283,2024-06-10,Email,Central,0
C002581,2024-06-10,Organic,North,0
C008004,2024-06-10,Paid Search,North,0
C002727,2024-06-10,Affiliate,South,0
C005206,2024-06-10,Email,Central,0
C005135,2024-06-10,Paid Search,South,0
C005217,2024-06-10,Email,South,0
C008649,2024-06-10,Social,East,0
C001609,2024-06-10,Social,Central,0
C002350,2024-06-10,Paid Search,North,0
C003620,2024-06-10,Affiliate,South,0
C004149,2024-06-10,Paid Search,East,0
C000027,2024-06-10,Paid Search,South,0
