order_id,customer_id,order_date,attribution_channel,status,shipping_cost,discount_amount
O0021473,C003798,2024-12-30 10:00:00,Email,fulfilled,3.2,0.0
O0036708,C003029,2025-07-26 21:00:00,Organic,fulfilled,4.32,0.0
O0012364,C007952,2024-08-12 23:00:00,Direct,fulfilled,3.97,11.79
O0032152,C004729,2025-05-26 02:00:00,Paid Search,fulfilled,4.06,0.0
O0015077,C005721,2024-09-24 06:00:00,Direct,fulfilled,4.45,17.71
O0034526,C003488,2025-06-29 01:00:00,Direct,fulfilled,4.48,0.0
O0029340,C008420,2025-04-19 05:00:00,Paid Search,fulfilled,3.77,0.0
O0018337,C001669,2024-11-14 12:00:00,Direct,fulfilled,5.29,0.0
O0021105,C005118,2024-12-24 09:00:00,Social,fulfilled,3.93,6.37
O0019110,C002455,2024-11-26 07:00:00,Direct,fulfilled,4.43,0.0
O0030509,C002214,2025-05-04 23:00:00,Paid Search,fulfilled,5.47,0.0
O0004084,C007714,2024-03-20 02:00:00,Organic,fulfilled,4.43,0.0
O0009761,C004181,2024-06-29 11:00:00,Paid Search,fulfilled,3.3,0.0
O0026194,C007461,2025-03-07 06:00:00,Social,fulfilled,4.19,0.0
O0000764,C002644,2024-01-16 11:00:00,Social,fulfilled,3.32,0.0
O0001690,C008917,2024-02-03 13:00:00,Paid Search,fulfilled,5.72,0.0
O0017758,C003731,2024-11-05 20:00:00,Direct,fulfilled,3.61,0.0
O0027874,C000532,2025-03-30 14:00:00,Paid Search,fulfilled,3.51,16.83
O0015984,C006381,2024-10-08 02:00:00,Paid Search,pending,3.77,0.0
O0035252,C007704,2025-07-08 13:00:00,Affiliate,fulfilled,5.26,10.21
O0012117,C007835,2024-08-08 23:00:00,Paid Search,fulfilled,4.37,0.0
O0021895,C006774,2025-01-05 08:00:00,Organic,fulfilled,4.27,0.0
O0019120,C003735,2024-11-26 07:00:00,Email,fulfilled,4.71,0.0
O0025793,C008983,2025-03-02 08:00:00,Email,fulfilled,3.0,0.0
O0018362,C007234,2024-11-14 20:00:00,Paid Search,fulfilled,5.04,0.0
O0032558,C007616,2025-06-02 15:00:00,Affiliate,fulfilled,4.64,0.0
O0018112,C006391,2024-11-10 23:00:00,Organic,pending,1.77,0.0
O0014947,C006932,2024-09-22 18:00:00,Affiliate,fulfilled,4.71,0.0
O0008897,C006218,2024-06-14 21:00:00,Direct,fulfilled,2.81,4.62
O0021524,C005102,2024-12-31 13:00:00,Email,fulfilled,4.57,0.0
O0023038,C007565,2025-01-21 22:00:00,Social,fulfilled,4.55,0.0
O0027829,C004993,2025-03-29 07:00:00,Paid Search,fulfilled,3.79,0.0
O0021871,C000387,2025-01-05 07:00:00,Email,fulfilled,4.1,0.0
O0018434,C002032,2024-11-15 07:00:00,Paid Search,fulfilled,5.15,0.0
O0025155,C003642,2025-02-21 18:00:00,Affiliate,fulfilled,3.88,0.0
O0024309,C003414,2025-02-09 23:00:00,Organic,fulfilled,5.49,0.0
O0004793,C004471,2024-04-02 15:00:00,Organic,fulfilled,4.81,0.0
O0019293,C003809,2024-11-29 09:00:00,Organic,fulfilled,2.68,0.0
O0017085,C006646,2024-10-25 16:00:00,Direct,fulfilled,3.35,0.0
O0030586,C004209,2025-05-05 14:00:00,Paid Search,fulfilled,1.96,0.0
O0006834,C003481,2024-05-08 19:00:00,Social,fulfilled,2.39,0.0
O0007266,C005903,2024-05-16 13:00:00,Paid Search,fulfilled,3.22,10.97
O0026943,C000987,2025-03-18 22:00:00,Direct,fulfilled,4.57,0.0
O0029943,C001903,2025-04-27 00:00:00,Email,canceled,5.49,0.0
O0008294,C001031,2024-06-04 02:00:00,Affiliate,fulfilled,1.88,0.0
O0033237,C004974,2025-06-11 01:00:00,Direct,fulfilled,5.33,0.0
O0013125,C007590,2024-08-24 10:00:00,Email,fulfilled,3.13,0.0
O0012559,C006271,2024-08-15 18:00:00,Email,fulfilled,6.11,2.54
O0015888,C008111,2024-10-06 04:00:00,Social,fulfilled,4.41,0.0
O0017096,C001131,2024-10-25 03:00:00,Email,fulfilled,5.17,0.0
O0006349,C007468,2024-04-30 11:00:00,Direct,fulfilled,6.1,0.0
O0001615,C000536,2024-02-02 08:00:00,Email,fulfilled,4.06,0.0
O0027607,C008929,2025-03-26 13:00:00,Social,fulfilled,5.28,0.0
O0023641,C000937,2025-01-31 16:00:00,Direct,fulfilled,3.29,5.62
O0035566,C004082,2025-07-12 07:00:00,Affiliate,fulfilled,1.54,0.0
O0016456,C004507,2024-10-15 01:00:00,Paid Search,fulfilled,4.96,0.0
O0030769,C003022,2025-05-08 20:00:00,Email,fulfilled,6.38,0.0
O0004000,C008469,2024-03-18 07:00:00,Paid Search,fulfilled,2.69,3.05
O0024895,C001448,2025-02-17 13:00:00,Email,fulfilled,5.35,0.0
O0024217,C007163,2025-02-08 01:00:00,Email,fulfilled,4.25,0.0
O0021431,C006789,2024-12-29 07:00:00,Paid Search,fulfilled,5.42,0.0
O0034172,C001651,2025-06-24 20:00:00,Email,fulfilled,5.15,3.61
O0004681,C000155,2024-03-31 23:00:00,Email,fulfilled,4.08,0.0
O0025813,C003522,2025-03-02 20:00:00,Paid Search,fulfilled,3.62,0.0
O0007890,C002572,2024-05-27 15:00:00,Organic,fulfilled,4.44,0.0
O0014154,C006920,2024-09-09 11:00:00,Organic,fulfilled,1.98,0.0
O0019960,C008123,2024-12-08 12:00:00,Organic,fulfilled,3.9,0.0
O0001692,C000563,2024-02-03 04:00:00,Social,fulfilled,5.33,0.0
O0011512,C006504,2024-07-29 06:00:00,Organic,fulfilled,5.04,0.0
O0022985,C007296,2025-01-21 05:00:00,Email,fulfilled,3.51,0.0
O0027144,C001175,2025-03-20 20:00:00,Social,fulfilled,5.08,0.0
O0036103,C000360,2025-07-18 16:00:00,Paid Search,fulfilled,3.7,0.0
O0009159,C004822,2024-06-18 02:00:00,Social,fulfilled,3.88,0.0
O0000148,C001375,2024-01-04 03:00:00,Email,fulfilled,5.07,0.0
O0007447,C000491,2024-05-20 22:00:00,Affiliate,fulfilled,4.02,17.2
O0030344,C001072,2025-05-02 10:00:00,Organic,fulfilled,5.27,0.0
O0030179,C002230,2025-04-30 21:00:00,Direct,pending,4.75,18.97
O0013622,C006156,2024-08-31 14:00:00,Paid Search,fulfilled,3.0,0.0
O0005723,C005931,2024-04-18 19:00:00,Email,fulfilled,3.73,0.0
O0035126,C000501,2025-07-06 11:00:00,Organic,fulfilled,3.37,17.75
O0033904,C000902,2025-06-20 23:00:00,Organic,fulfilled,4.42,0.0
O0020402,C000887,2024-12-15 19:00:00,Direct,fulfilled,2.23,0.0
O0020278,C004534,2024-12-13 17:00:00,Organic,fulfilled,5.1,0.0
O0003880,C005272,2024-03-16 02:00:00,Paid Search,fulfilled,4.28,14.95
O0035740,C006519,2025-07-14 15:00:00,Email,fulfilled,3.43,0.0
O0022830,C008858,2025-01-19 13:00:00,Direct,fulfilled,3.7,0.0
O0010270,C007806,2024-07-08 20:00:00,Organic,fulfilled,3.03,0.0
O0008402,C005281,2024-06-05 03:00:00,Paid Search,fulfilled,3.7,0.0
O0005546,C003985,2024-04-15 15:00:00,Email,fulfilled,3.02,0.0
O0020910,C001803,2024-12-22 20:00:00,Organic,fulfilled,4.16,0.0
O0035518,C007370,2025-07-11 20:00:00,Email,fulfilled,5.46,0.0
O0016449,C004457,2024-10-15 02:00:00,Paid Search,fulfilled,4.99,16.39
O0017939,C005361,2024-11-07 16:00:00,Paid Search,fulfilled,4.96,8.7
O0020153,C004336,2024-12-11 15:00:00,Direct,fulfilled,4.23,0.0
O0008697,C007886,2024-06-10 01:00:00,Social,fulfilled,2.86,0.0
O0009227,C000945,2024-06-20 13:00:00,Email,fulfilled,2.8,0.0
O0033382,C001167,2025-06-13 03:00:00,Email,fulfilled,4.08,2.38
O0004650,C004903,2024-03-30 20:00:00,Social,fulfilled,5.31,0.0
O0021355,C004721,2024-12-28 01:00:00,Paid Search,fulfilled,2.66,0.0
O0029167,C001743,2025-04-17 11:00:00,Email,fulfilled,5.49,0.0
O0001081,C001667,2024-01-23 11:00:00,Paid Search,fulfilled,4.51,0.0
O0001832,C006174,2024-02-06 21:00:00,Direct,fulfilled,3.07,0.0
O0012682,C008275,2024-08-17 15:00:00,Email,fulfilled,3.75,0.0
O0017466,C000995,2024-10-31 12:00:00,Email,fulfilled,3.73,3.79
O0034874,C001425,2025-07-03 04:00:00,Email,fulfilled,3.06,0.0
O0020543,C004539,2024-12-17 20:00:00,Email,fulfilled,1.97,6.34
O0031111,C005233,2025-05-12 17:00:00,Paid Search,fulfilled,3.59,0.0
O0037116,C004424,2025-07-31 05:00:00,Organic,fulfilled,4.88,0.0
O0019762,C004875,2024-12-05 10:00:00,Paid Search,fulfilled,0.98,0.0
O0033111,C006758,2025-06-09 15:00:00,Paid Search,fulfilled,3.8,12.79
O0014041,C000030,2024-09-07 00:00:00,Paid Search,fulfilled,3.21,0.0
O0024215,C006670,2025-02-08 22:00:00,Email,fulfilled,4.87,0.0
O0001153,C008599,2024-01-25 17:00:00,Direct,fulfilled,2.34,0.0
O0025606,C001539,2025-02-27 14:00:00,Organic,fulfilled,5.87,0.0
O0026248,C000514,2025-03-08 03:00:00,Paid Search,fulfilled,3.33,0.0
O0011035,C008574,2024-07-21 16:00:00,Organic,pending,6.12,0.0
O0018821,C003157,2024-11-22 10:00:00,Affiliate,fulfilled,3.92,0.0
O0002612,C007516,2024-02-21 22:00:00,Paid Search,fulfilled,2.97,0.0
O0007893,C000162,2024-05-27 15:00:00,Paid Search,fulfilled,4.97,0.0
O0029356,C008813,2025-04-19 06:00:00,Social,fulfilled,2.28,0.0
O0006661,C006378,2024-05-05 03:00:00,Paid Search,fulfilled,5.85,0.0
O0031040,C006853,2025-05-11 14:00:00,Paid Search,fulfilled,5.67,0.0
O0029684,C001013,2025-04-23 20:00:00,Paid Search,pending,4.27,0.0
O0030253,C008874,2025-05-01 05:00:00,Organic,canceled,3.95,0.0
O0033396,C006616,2025-06-13 22:00:00,Paid Search,fulfilled,4.37,0.0
O0004480,C008818,2024-03-27 13:00:00,Paid Search,fulfilled,5.08,17.27
O0017014,C005059,2024-10-23 22:00:00,Social,fulfilled,3.6,0.0
O0033644,C000975,2025-06-16 04:00:00,Paid Search,fulfilled,5.81,14.44
O0027248,C000570,2025-03-22 12:00:00,Email,fulfilled,4.6,0.0
O0015019,C002275,2024-09-22 01:00:00,Paid Search,fulfilled,3.47,0.0
O0013959,C006952,2024-09-06 13:00:00,Organic,fulfilled,5.28,5.19
O0010865,C005409,2024-07-18 01:00:00,Email,fulfilled,4.0,5.89
O0021376,C005858,2024-12-28 00:00:00,Social,fulfilled,3.57,0.0
O0032186,C007359,2025-05-27 03:00:00,Email,fulfilled,3.47,17.53
O0006176,C004408,2024-04-26 18:00:00,Paid Search,pending,3.94,0.0
O0030474,C002844,2025-05-04 15:00:00,Affiliate,fulfilled,5.23,0.0
O0025858,C000872,2025-03-03 06:00:00,Direct,fulfilled,2.69,0.0
O0035011,C002288,2025-07-05 07:00:00,Affiliate,fulfilled,4.69,0.0
O0021981,C001194,2025-01-06 08:00:00,Paid Search,fulfilled,3.23,0.0
O0016186,C002535,2024-10-12 06:00:00,Affiliate,fulfilled,4.24,0.0
O0022454,C004450,2025-01-13 17:00:00,Organic,fulfilled,5.31,0.0
O0016018,C005451,2024-10-09 11:00:00,Email,fulfilled,3.83,7.67
O0029563,C000382,2025-04-22 13:00:00,Email,fulfilled,5.74,0.0
O0003910,C007913,2024-03-17 16:00:00,Direct,fulfilled,2.74,0.0
O0002867,C001214,2024-02-26 15:00:00,Direct,fulfilled,1.19,2.06
O0001618,C005207,2024-02-02 15:00:00,Organic,fulfilled,3.61,14.19
O0019208,C000560,2024-11-27 17:00:00,Paid Search,fulfilled,2.81,0.0
O0018725,C003609,2024-11-20 05:00:00,Paid Search,fulfilled,4.75,2.39
O0013588,C004530,2024-08-31 15:00:00,Organic,fulfilled,3.45,13.05
O0005658,C004275,2024-04-17 02:00:00,Affiliate,fulfilled,3.66,0.0
O0024708,C001937,2025-02-15 04:00:00,Direct,fulfilled,4.58,0.0
O0033447,C006796,2025-06-14 07:00:00,Email,fulfilled,5.0,0.0
O0025447,C003175,2025-02-25 11:00:00,Direct,fulfilled,3.84,0.0
O0022627,C002105,2025-01-16 09:00:00,Organic,fulfilled,3.71,0.0
O0024006,C007374,2025-02-05 04:00:00,Direct,fulfilled,3.89,0.0
O0001739,C004236,2024-02-04 15:00:00,Paid Search,fulfilled,3.55,7.12
O0032494,C008784,2025-05-31 07:00:00,Social,fulfilled,4.53,0.0
O0032326,C000699,2025-05-29 22:00:00,Email,fulfilled,3.02,0.0
O0016844,C004398,2024-10-21 20:00:00,Organic,fulfilled,4.58,0.0
O0007390,C001923,2024-05-19 20:00:00,Direct,fulfilled,5.88,7.62
O0025243,C005695,2025-02-22 10:00:00,Email,fulfilled,2.71,6.3
O0028721,C006459,2025-04-11 18:00:00,Email,fulfilled,4.57,0.0
O0007905,C004214,2024-05-27 20:00:00,Paid Search,fulfilled,3.92,0.0
O0019013,C002949,2024-11-24 05:00:00,Paid Search,fulfilled,3.04,19.45
O0019604,C007258,2024-12-03 17:00:00,Paid Search,fulfilled,4.32,0.0
O0015907,C005757,2024-10-07 18:00:00,Organic,fulfilled,3.71,0.0
O0003934,C006952,2024-03-17 18:00:00,Organic,fulfilled,3.0,2.12
O0026586,C004346,2025-03-13 19:00:00,Email,fulfilled,3.82,0.0
O0009525,C006058,2024-06-25 10:00:00,Paid Search,fulfilled,3.37,0.0
O0021994,C000125,2025-01-06 19:00:00,Paid Search,fulfilled,3.97,15.28
O0001668,C002207,2024-02-03 12:00:00,Organic,fulfilled,2.14,0.0
O0005739,C007869,2024-04-18 16:00:00,Paid Search,fulfilled,3.71,0.0
O0014234,C008557,2024-09-10 13:00:00,Social,fulfilled,4.72,0.0
O0026187,C006904,2025-03-07 23:00:00,Paid Search,fulfilled,3.26,0.0
O0023012,C002236,2025-01-21 17:00:00,Paid Search,fulfilled,4.16,0.0
O0014663,C003806,2024-09-17 21:00:00,Organic,fulfilled,5.17,19.79
O0025739,C000841,2025-03-01 20:00:00,Organic,fulfilled,5.31,0.0
O0020537,C006171,2024-12-17 15:00:00,Direct,fulfilled,4.26,0.0
O0004965,C007331,2024-04-05 15:00:00,Email,pending,7.1,8.51
O0022805,C002729,2025-01-18 10:00:00,Paid Search,fulfilled,4.06,0.0
O0032444,C001994,2025-05-31 05:00:00,Email,fulfilled,4.41,3.36
O0025840,C007700,2025-03-02 18:00:00,Social,fulfilled,1.44,0.0
O0033842,C007606,2025-06-19 17:00:00,Organic,fulfilled,4.06,0.0
O0029115,C008375,2025-04-16 14:00:00,Paid Search,fulfilled,3.92,0.0
O0004636,C000132,2024-03-30 13:00:00,Organic,fulfilled,3.55,2.97
O0014320,C002701,2024-09-12 21:00:00,Email,fulfilled,6.13,16.06
O0012210,C001286,2024-08-10 14:00:00,Direct,fulfilled,4.63,0.0
O0017663,C000584,2024-11-03 15:00:00,Paid Search,fulfilled,3.44,0.0
O0009371,C004904,2024-06-23 02:00:00,Affiliate,fulfilled,3.08,0.0
O0008979,C004666,2024-06-15 11:00:00,Paid Search,canceled,3.51,0.0
O0028383,C006674,2025-04-06 20:00:00,Organic,fulfilled,2.68,12.6
O0029764,C007600,2025-04-25 16:00:00,Direct,fulfilled,3.59,0.0
O0027472,C007910,2025-03-25 15:00:00,Email,fulfilled,2.74,0.0
O0007202,C004551,2024-05-15 03:00:00,Organic,fulfilled,5.25,0.0
O0017509,C004359,2024-11-01 21:00:00,Direct,fulfilled,4.97,0.0
O0014828,C008201,2024-09-20 09:00:00,Email,fulfilled,4.04,0.0
O0022356,C007174,2025-01-12 08:00:00,Email,fulfilled,3.28,0.0
O0027476,C005395,2025-03-25 04:00:00,Email,fulfilled,4.96,0.0
O0024848,C003972,2025-02-16 16:00:00,Paid Search,pending,3.57,0.0
O0036286,C004179,2025-07-21 09:00:00,Direct,fulfilled,3.64,2.76
O0016337,C005679,2024-10-14 21:00:00,Direct,fulfilled,4.0,0.0
O0019443,C008515,2024-12-01 20:00:00,Email,fulfilled,3.54,6.62
O0007871,C000694,2024-05-27 19:00:00,Email,fulfilled,4.37,0.0
O0005753,C000227,2024-04-18 04:00:00,Paid Search,fulfilled,4.32,10.06
O0002183,C001065,2024-02-12 07:00:00,Social,fulfilled,4.03,0.0
O0028971,C007812,2025-04-14 13:00:00,Paid Search,fulfilled,4.95,0.0
O0018968,C007769,2024-11-24 11:00:00,Direct,fulfilled,5.42,0.0
O0016383,C000175,2024-10-14 08:00:00,Paid Search,fulfilled,2.05,0.0
O0034241,C002205,2025-06-25 16:00:00,Email,fulfilled,3.25,16.85
O0010372,C003457,2024-07-10 10:00:00,Direct,fulfilled,1.91,14.39
O0026503,C004531,2025-03-12 19:00:00,Direct,fulfilled,3.81,0.0
O0033686,C003061,2025-06-17 10:00:00,Email,fulfilled,4.21,0.0
O0016969,C002860,2024-10-23 02:00:00,Email,fulfilled,4.36,2.96
O0009016,C003998,2024-06-16 08:00:00,Email,fulfilled,6.1,0.0
O0012885,C006363,2024-08-20 15:00:00,Email,fulfilled,3.86,0.0
O0004528,C001339,2024-03-28 12:00:00,Organic,fulfilled,6.25,7.71
O0031124,C006398,2025-05-12 19:00:00,Paid Search,fulfilled,5.03,0.0
O0022916,C005118,2025-01-20 04:00:00,Organic,fulfilled,5.9,0.0
O0033735,C002018,2025-06-18 21:00:00,Affiliate,fulfilled,2.78,10.87
O0017019,C004652,2024-10-23 18:00:00,Social,fulfilled,4.41,18.71
O0029517,C007189,2025-04-21 23:00:00,Paid Search,fulfilled,3.25,7.56
O0035838,C001265,2025-07-15 00:00:00,Organic,fulfilled,3.22,13.92
O0011497,C003511,2024-07-29 01:00:00,Email,pending,3.82,17.56
O0034854,C004940,2025-07-03 23:00:00,Affiliate,fulfilled,3.27,0.0
O0020408,C001046,2024-12-15 04:00:00,Email,fulfilled,3.78,0.0
O0018955,C008987,2024-11-24 16:00:00,Affiliate,fulfilled,3.46,0.0
O0017907,C007136,2024-11-07 23:00:00,Organic,fulfilled,3.72,0.0
O0001423,C005148,2024-01-30 05:00:00,Affiliate,fulfilled,5.72,0.0
O0011586,C006679,2024-07-30 22:00:00,Social,fulfilled,3.66,0.0
O0022515,C008435,2025-01-14 06:00:00,Organic,canceled,2.75,0.0
O0016398,C004657,2024-10-15 06:00:00,Affiliate,fulfilled,3.78,0.0
O0011342,C003533,2024-07-26 19:00:00,Social,fulfilled,3.58,0.0
O0020565,C007651,2024-12-17 13:00:00,Organic,fulfilled,4.45,0.0
O0011851,C006685,2024-08-04 16:00:00,Direct,fulfilled,3.02,0.0
O0013768,C002452,2024-09-03 07:00:00,Email,fulfilled,3.07,0.0
O0003451,C003911,2024-03-08 00:00:00,Organic,fulfilled,2.95,0.0
O0028976,C008487,2025-04-14 15:00:00,Paid Search,fulfilled,3.74,0.0
O0012748,C000733,2024-08-18 21:00:00,Email,fulfilled,4.48,0.0
O0017245,C006683,2024-10-27 00:00:00,Paid Search,fulfilled,4.79,0.0
O0014340,C002941,2024-09-12 18:00:00,Paid Search,fulfilled,5.06,0.0
O0015770,C002200,2024-10-05 15:00:00,Email,fulfilled,3.33,0.0
O0001260,C003933,2024-01-27 03:00:00,Email,canceled,3.37,6.28
O0008327,C006603,2024-06-04 21:00:00,Email,fulfilled,6.47,5.98
O0027283,C007449,2025-03-22 21:00:00,Paid Search,fulfilled,2.96,0.0
O0015393,C002765,2024-09-29 14:00:00,Affiliate,fulfilled,4.92,0.0
O0011329,C006170,2024-07-26 19:00:00,Paid Search,fulfilled,4.54,19.73
O0033467,C001656,2025-06-14 06:00:00,Organic,fulfilled,5.25,11.89
O0016270,C005261,2024-10-13 17:00:00,Direct,fulfilled,3.94,13.36
O0014047,C000975,2024-09-07 12:00:00,Social,fulfilled,4.43,2.79
O0008532,C001141,2024-06-07 09:00:00,Social,fulfilled,3.64,19.56
O0016187,C007324,2024-10-12 21:00:00,Direct,fulfilled,3.9,0.0
O0007789,C005786,2024-05-25 12:00:00,Social,fulfilled,2.05,0.0
O0004985,C008880,2024-04-05 01:00:00,Organic,fulfilled,4.04,10.29
O0022044,C000971,2025-01-07 12:00:00,Paid Search,canceled,3.06,0.0
O0014153,C007455,2024-09-09 15:00:00,Organic,fulfilled,4.08,0.0
O0009590,C001217,2024-06-26 12:00:00,Paid Search,fulfilled,2.88,0.0
O0035106,C003970,2025-07-06 13:00:00,Email,fulfilled,3.93,16.55
O0032410,C006743,2025-05-30 13:00:00,Paid Search,fulfilled,5.71,0.0
O0030094,C007089,2025-04-29 14:00:00,Email,fulfilled,3.43,0.0
O0016801,C004137,2024-10-20 03:00:00,Paid Search,fulfilled,2.66,0.0
O0032022,C007788,2025-05-25 15:00:00,Direct,fulfilled,4.44,11.18
O0022119,C008394,2025-01-08 15:00:00,Paid Search,fulfilled,3.67,0.0
O0026925,C000385,2025-03-17 22:00:00,Paid Search,fulfilled,4.52,0.0
O0013877,C002946,2024-09-05 07:00:00,Direct,fulfilled,4.51,0.0
O0035124,C008052,2025-07-06 13:00:00,Organic,fulfilled,3.04,0.0
O0002956,C003943,2024-02-27 01:00:00,Social,fulfilled,4.35,0.0
O0006209,C004530,2024-04-27 09:00:00,Organic,pending,3.61,13.71
O0008116,C003214,2024-05-31 13:00:00,Organic,fulfilled,4.03,0.0
O0029051,C008478,2025-04-15 18:00:00,Paid Search,fulfilled,3.62,0.0
O0024665,C006939,2025-02-14 06:00:00,Organic,fulfilled,3.42,0.0
O0015152,C005442,2024-09-25 15:00:00,Email,fulfilled,4.21,0.0
O0030081,C005770,2025-04-29 14:00:00,Direct,fulfilled,4.52,0.0
O0009332,C002776,2024-06-22 20:00:00,Organic,fulfilled,4.37,10.16
O0029336,C003761,2025-04-19 00:00:00,Paid Search,fulfilled,3.28,0.0
O0019387,C001242,2024-11-30 04:00:00,Paid Search,fulfilled,3.63,17.77
O0030400,C003412,2025-05-03 19:00:00,Direct,fulfilled,3.96,0.0
O0006962,C006198,2024-05-11 14:00:00,Email,canceled,4.45,0.0
O0016153,C003939,2024-10-11 08:00:00,Organic,fulfilled,3.12,0.0
O0011293,C006111,2024-07-26 07:00:00,Direct,fulfilled,5.52,0.0
O0026934,C006529,2025-03-18 23:00:00,Affiliate,fulfilled,3.39,0.0
O0009810,C000059,2024-06-30 11:00:00,Organic,fulfilled,5.7,17.23
O0008580,C007295,2024-06-08 17:00:00,Paid Search,fulfilled,4.01,13.48
O0028107,C001994,2025-04-02 13:00:00,Social,fulfilled,3.29,0.0
O0026973,C008682,2025-03-18 23:00:00,Organic,fulfilled,2.23,0.0
O0014966,C004439,2024-09-22 13:00:00,Email,canceled,3.77,0.0
O0035033,C004563,2025-07-05 21:00:00,Email,fulfilled,5.76,0.0
O0012911,C008194,2024-08-20 18:00:00,Organic,fulfilled,5.41,0.0
O0034064,C004761,2025-06-22 11:00:00,Paid Search,fulfilled,2.65,12.15
O0006034,C005556,2024-04-24 18:00:00,Affiliate,fulfilled,3.78,18.33
O0009277,C002704,2024-06-21 18:00:00,Organic,fulfilled,3.1,0.0
O0027451,C007625,2025-03-25 14:00:00,Affiliate,fulfilled,3.47,0.0
O0028514,C003906,2025-04-08 04:00:00,Organic,fulfilled,4.39,0.0
O0010603,C004398,2024-07-14 03:00:00,Email,fulfilled,3.81,0.0
O0004429,C003440,2024-03-26 09:00:00,Paid Search,fulfilled,4.56,0.0
O0014693,C004059,2024-09-18 19:00:00,Direct,fulfilled,4.56,0.0
O0008305,C004226,2024-06-04 00:00:00,Direct,fulfilled,5.2,0.0
O0023818,C001577,2025-02-02 04:00:00,Email,fulfilled,4.18,0.0
O0012899,C000293,2024-08-20 01:00:00,Organic,fulfilled,4.6,0.0
O0012376,C000979,2024-08-12 23:00:00,Email,fulfilled,3.06,0.0
O0006674,C007232,2024-05-05 00:00:00,Paid Search,fulfilled,5.69,0.0
O0028659,C005256,2025-04-10 13:00:00,Organic,fulfilled,3.2,0.0
O0020488,C008739,2024-12-16 14:00:00,Organic,fulfilled,3.45,17.99
O0011683,C002016,2024-08-01 16:00:00,Organic,fulfilled,2.95,0.0
O0017018,C006125,2024-10-23 19:00:00,Social,fulfilled,4.5,0.0
O0026478,C008157,2025-03-11 06:00:00,Paid Search,fulfilled,4.02,7.29
O0005348,C004401,2024-04-11 02:00:00,Paid Search,pending,3.39,15.33
O0007051,C008710,2024-05-12 13:00:00,Paid Search,fulfilled,4.31,0.0
O0017155,C007050,2024-10-26 19:00:00,Organic,fulfilled,2.97,0.0
O0007400,C008018,2024-05-19 19:00:00,Email,fulfilled,3.82,0.0
O0001752,C001321,2024-02-04 07:00:00,Paid Search,fulfilled,3.92,0.0
O0026291,C000557,2025-03-09 00:00:00,Direct,fulfilled,4.2,0.0
O0012432,C005210,2024-08-13 11:00:00,Email,fulfilled,3.99,0.0
O0024260,C008457,2025-02-08 01:00:00,Social,fulfilled,5.69,19.22
O0006921,C002252,2024-05-10 04:00:00,Organic,fulfilled,4.37,9.15
O0000311,C002199,2024-01-07 00:00:00,Organic,fulfilled,3.26,17.21
O0031130,C003536,2025-05-12 01:00:00,Social,fulfilled,5.28,0.0
O0034926,C007667,2025-07-04 20:00:00,Direct,fulfilled,3.64,0.0
O0020472,C003715,2024-12-16 22:00:00,Email,fulfilled,3.31,0.0
O0014395,C001039,2024-09-13 21:00:00,Paid Search,fulfilled,3.6,0.0
O0008083,C001136,2024-05-31 11:00:00,Direct,fulfilled,5.77,0.0
O0033947,C000772,2025-06-21 06:00:00,Email,fulfilled,2.44,0.0
O0008672,C002742,2024-06-10 15:00:00,Organic,fulfilled,3.81,0.0
O0004738,C004974,2024-04-01 19:00:00,Direct,fulfilled,2.47,0.0
O0030651,C005028,2025-05-06 16:00:00,Paid Search,fulfilled,3.9,0.0
O0022813,C003329,2025-01-18 20:00:00,Social,fulfilled,5.02,0.0
O0013255,C004138,2024-08-26 19:00:00,Email,fulfilled,3.5,0.0
O0031554,C005305,2025-05-18 02:00:00,Organic,fulfilled,4.83,0.0
O0020245,C000589,2024-12-12 00:00:00,Paid Search,fulfilled,3.43,14.1
O0024034,C005257,2025-02-05 02:00:00,Organic,fulfilled,2.79,19.69
O0003300,C003346,2024-03-05 22:00:00,Organic,fulfilled,4.8,0.0
O0005394,C000872,2024-04-12 13:00:00,Email,fulfilled,5.88,0.0
O0036109,C002006,2025-07-18 17:00:00,Paid Search,fulfilled,4.82,7.08
O0021216,C006010,2024-12-26 15:00:00,Email,fulfilled,3.88,0.0
O0032830,C007221,2025-06-05 18:00:00,Paid Search,fulfilled,3.52,0.0
O0018683,C000319,2024-11-19 19:00:00,Paid Search,pending,5.4,17.33
O0010183,C006830,2024-07-07 20:00:00,Direct,fulfilled,3.74,0.0
O0014007,C008333,2024-09-07 19:00:00,Email,fulfilled,5.12,0.0
O0011083,C001000,2024-07-22 19:00:00,Organic,fulfilled,3.37,0.0
O0029370,C008600,2025-04-20 19:00:00,Affiliate,fulfilled,2.87,0.0
O0000550,C001166,2024-01-12 02:00:00,Organic,fulfilled,4.45,0.0
O0007756,C007892,2024-05-25 05:00:00,Organic,fulfilled,3.19,0.0
O0003724,C003454,2024-03-13 13:00:00,Social,fulfilled,1.92,0.0
O0020041,C002691,2024-12-09 15:00:00,Paid Search,fulfilled,5.64,0.0
O0013573,C005890,2024-08-31 08:00:00,Email,pending,4.18,0.0
O0012644,C001688,2024-08-16 13:00:00,Paid Search,fulfilled,3.68,0.0
O0004252,C004971,2024-03-23 01:00:00,Organic,fulfilled,3.24,16.13
O0020829,C001416,2024-12-21 09:00:00,Organic,fulfilled,3.86,0.0
