return_id,order_id,product_id,quantity,refund_amount,return_date,reason
R0020587,O0020587,P000210,3,303.93,2025-01-09,Too small
R0031032,O0031032,P000099,2,178.98,2025-05-29,Changed mind
R0008789,O0008789,P000157,3,138.87,2024-07-01,Too small
R0027368,O0027368,P000087,1,132.98,2025-03-30,Defective
R0012642,O0012642,P000091,2,84.84,2024-09-03,Wrong item
R0015625,O0015625,P000126,2,198.22,2024-10-06,Changed mind
R0023630,O0023630,P000176,1,73.87,2025-02-07,Defective
R0027324,O0027324,P000073,1,143.59,2025-04-02,Changed mind
R0001557,O0001557,P000107,1,66.3,2024-02-12,Late delivery
R0030072,O0030072,P000170,1,96.8,2025-05-14,Wrong item
R0012874,O0012874,P000011,1,213.66,2024-09-04,Defective
R0031515,O0031515,P000060,1,19.54,2025-06-13,Wrong item
R0018087,O0018087,P000145,1,87.36,2024-11-17,Too small
R0020462,O0020462,P000125,1,133.53,2025-01-13,Wrong item
R0031237,O0031237,P000041,1,87.84,2025-05-25,Wrong item
R0014929,O0014929,P000204,1,193.37,2024-10-06,Late delivery
R0024932,O0024932,P000163,1,62.87,2025-02-28,Wrong item
R0028635,O0028635,P000001,1,41.02,2025-04-22,Wrong item
R0005581,O0005581,P000205,3,316.08,2024-04-21,Late delivery
R0008088,O0008088,P000044,1,71.92,2024-06-14,Late delivery
R0009350,O0009350,P000117,2,179.3,2024-07-21,Changed mind
R0011401,O0011401,P000128,2,92.72,2024-08-14,Changed mind
R0010748,O0010748,P000084,2,235.94,2024-07-31,Wrong item
R0000649,O0000649,P000170,1,96.8,2024-02-12,Changed mind
R0014218,O0014218,P000019,3,266.07,2024-09-27,Too small
R0031083,O0031083,P000110,1,23.38,2025-06-05,Late delivery
R0010259,O0010259,P000102,1,124.64,2024-07-26,Too small
R0029888,O0029888,P000138,1,15.57,2025-05-25,Late delivery
R0013885,O0013885,P000091,1,42.42,2024-09-20,Late delivery
R0024486,O0024486,P000196,1,18.21,2025-02-16,Changed mind
R0012277,O0012277,P000164,2,207.96,2024-09-03,Too small
R0009114,O0009114,P000215,2,220.2,2024-07-11,Late delivery
R0014464,O0014464,P000104,2,290.9,2024-10-11,Changed mind
R0034586,O0034586,P000186,1,36.72,2025-07-03,Defective
R0002209,O0002209,P000005,2,474.82,2024-03-01,Changed mind
R0014964,O0014964,P000202,1,67.22,2024-10-07,Wrong item
R0016211,O0016211,P000120,1,74.55,2024-10-18,Too small
R0023455,O0023455,P000076,1,70.57,2025-02-11,Defective
R0000548,O0000548,P000190,1,108.68,2024-02-03,Wrong item
R0027773,O0027773,P000026,2,111.28,2025-04-18,Wrong item
R0036075,O0036075,P000014,1,136.81,2025-08-06,Defective
R0010627,O0010627,P000025,3,488.55,2024-07-26,Too small
R0005750,O0005750,P000211,2,244.16,2024-04-22,Wrong item
R0033804,O0033804,P000196,2,36.42,2025-06-22,Defective
R0034862,O0034862,P000081,1,33.16,2025-07-06,Changed mind
R0031655,O0031655,P000173,1,180.17,2025-06-05,Defective
R0015205,O0015205,P000036,3,440.88,2024-10-09,Changed mind
R0025885,O0025885,P000037,1,162.34,2025-03-15,Defective
R0032935,O0032935,P000158,2,39.14,2025-06-15,Too small
R0008546,O0008546,P000025,1,162.85,2024-06-20,Late delivery
R0004581,O0004581,P000005,1,237.41,2024-04-04,Wrong item
R0024887,O0024887,P000075,2,78.3,2025-03-02,Wrong item
R0024778,O0024778,P000196,1,18.21,2025-02-28,Late delivery
R0032759,O0032759,P000126,2,198.22,2025-06-07,Defective
R0032968,O0032968,P000198,2,310.46,2025-06-25,Late delivery
R0003200,O0003200,P000023,1,100.61,2024-03-17,Changed mind
R0029962,O0029962,P000129,2,382.68,2025-05-13,Late delivery
R0019308,O0019308,P000175,2,359.14,2024-12-13,Defective
R0023634,O0023634,P000051,2,101.72,2025-02-05,Too small
R0016803,O0016803,P000049,1,86.43,2024-10-27,Late delivery
R0031678,O0031678,P000047,2,422.46,2025-06-15,Too small
R0027751,O0027751,P000081,2,66.32,2025-04-14,Changed mind
R0020326,O0020326,P000175,2,308.44,2025-01-05,Too small
R0032127,O0032127,P000010,2,183.3,2025-06-23,Late delivery
R0010159,O0010159,P000078,1,76.24,2024-07-16,Defective
R0024285,O0024285,P000011,3,640.98,2025-02-19,Wrong item
R0007124,O0007124,P000033,1,190.5,2024-06-06,Late delivery
R0019632,O0019632,P000147,1,160.43,2024-12-27,Late delivery
R0022851,O0022851,P000009,1,165.69,2025-02-02,Defective
R0013550,O0013550,P000038,1,144.11,2024-09-15,Too small
R0011149,O0011149,P000048,1,136.93,2024-08-08,Defective
R0003852,O0003852,P000001,2,82.04,2024-03-24,Defective
R0002443,O0002443,P000164,2,177.98,2024-03-04,Changed mind
R0025079,O0025079,P000157,2,104.38,2025-03-12,Late delivery
R0037015,O0037015,P000156,1,152.88,2025-08-10,Wrong item
R0024034,O0024034,P000170,1,96.8,2025-02-07,Defective
R0012884,O0012884,P000111,2,175.22,2024-08-29,Wrong item
R0031286,O0031286,P000069,1,202.06,2025-05-24,Too small
R0031113,O0031113,P000156,3,458.64,2025-06-04,Late delivery
R0007536,O0007536,P000154,1,125.09,2024-06-18,Late delivery
R0003586,O0003586,P000212,3,199.05,2024-04-04,Late delivery
R0020165,O0020165,P000003,2,287.42,2024-12-24,Late delivery
R0024501,O0024501,P000014,3,426.45,2025-02-23,Defective
R0010887,O0010887,P000204,1,193.37,2024-08-05,Wrong item
R0025111,O0025111,P000009,1,165.69,2025-03-09,Defective
R0022984,O0022984,P000011,2,427.32,2025-02-19,Wrong item
R0026647,O0026647,P000054,1,9.48,2025-03-28,Late delivery
R0002655,O0002655,P000192,3,556.05,2024-02-26,Defective
R0017544,O0017544,P000012,3,449.73,2024-11-16,Changed mind
R0015125,O0015125,P000040,1,58.35,2024-10-15,Too small
R0000674,O0000674,P000036,3,440.88,2024-01-29,Wrong item
R0031782,O0031782,P000200,2,142.24,2025-05-25,Too small
R0026688,O0026688,P000104,1,145.45,2025-03-20,Wrong item
R0022062,O0022062,P000132,2,410.34,2025-01-25,Too small
R0017471,O0017471,P000180,1,172.02,2024-11-10,Too small
R0019894,O0019894,P000036,2,293.92,2024-12-18,Late delivery
R0004261,O0004261,P000150,1,122.07,2024-04-13,Defective
R0032360,O0032360,P000071,1,13.16,2025-06-24,Wrong item
R0000191,O0000191,P000016,1,39.55,2024-01-19,Changed mind
R0005771,O0005771,P000191,1,94.4,2024-05-03,Changed mind
R0020784,O0020784,P000034,3,453.3,2024-12-27,Changed mind
R0018639,O0018639,P000165,2,71.22,2024-11-29,Defective
R0015152,O0015152,P000039,1,110.39,2024-10-22,Changed mind
R0008821,O0008821,P000076,2,141.14,2024-06-28,Too small
R0013423,O0013423,P000208,2,174.72,2024-09-13,Too small
R0003465,O0003465,P000028,3,27.75,2024-04-04,Too small
R0033984,O0033984,P000198,1,155.23,2025-06-26,Late delivery
R0036649,O0036649,P000145,1,79.05,2025-08-23,Late delivery
R0019674,O0019674,P000104,2,277.5,2024-12-21,Changed mind
R0027846,O0027846,P000193,2,125.0,2025-04-27,Wrong item
R0019690,O0019690,P000151,1,104.27,2024-12-18,Changed mind
R0018207,O0018207,P000088,1,101.61,2024-11-15,Late delivery
R0036489,O0036489,P000032,2,203.42,2025-08-09,Late delivery
R0004947,O0004947,P000010,2,183.3,2024-04-10,Too small
R0014903,O0014903,P000211,1,107.58,2024-10-04,Changed mind
R0021359,O0021359,P000156,3,408.27,2025-01-14,Defective
R0012238,O0012238,P000167,3,280.23,2024-08-17,Defective
R0033446,O0033446,P000212,2,132.7,2025-07-05,Late delivery
R0030796,O0030796,P000170,1,96.8,2025-05-31,Defective
R0001511,O0001511,P000108,2,25.52,2024-02-16,Defective
R0028046,O0028046,P000016,1,39.55,2025-04-04,Late delivery
R0024547,O0024547,P000023,1,100.61,2025-03-06,Too small
R0019897,O0019897,P000072,1,31.58,2024-12-27,Changed mind
R0006585,O0006585,P000204,2,386.74,2024-06-02,Wrong item
R0016746,O0016746,P000025,3,488.55,2024-11-07,Wrong item
R0013151,O0013151,P000210,3,326.22,2024-09-04,Wrong item
R0029380,O0029380,P000138,1,14.86,2025-05-05,Defective
R0004991,O0004991,P000144,1,20.82,2024-04-07,Changed mind
R0017058,O0017058,P000089,3,627.12,2024-11-21,Late delivery
R0035199,O0035199,P000086,1,56.38,2025-07-24,Defective
R0016519,O0016519,P000050,1,123.33,2024-10-29,Defective
R0027359,O0027359,P000201,2,93.04,2025-03-30,Changed mind
R0021283,O0021283,P000070,1,133.12,2025-01-23,Defective
R0016996,O0016996,P000155,2,319.46,2024-11-20,Changed mind
R0011931,O0011931,P000200,1,71.12,2024-08-29,Defective
R0014327,O0014327,P000160,3,228.81,2024-10-09,Wrong item
R0025912,O0025912,P000071,1,13.16,2025-03-28,Changed mind
R0006573,O0006573,P000120,1,67.43,2024-05-12,Changed mind
R0028312,O0028312,P000126,1,99.11,2025-04-14,Too small
R0018933,O0018933,P000032,3,305.13,2024-12-21,Defective
R0036563,O0036563,P000076,2,141.14,2025-08-17,Changed mind
R0007391,O0007391,P000094,1,102.07,2024-06-10,Wrong item
R0016776,O0016776,P000009,2,331.38,2024-11-16,Changed mind
R0032686,O0032686,P000019,2,177.38,2025-06-16,Defective
R0037068,O0037068,P000063,2,218.42,2025-08-06,Wrong item
R0005476,O0005476,P000162,1,92.33,2024-04-15,Changed mind
R0021550,O0021550,P000081,1,33.16,2025-01-14,Too small
R0000761,O0000761,P000052,2,390.72,2024-02-01,Changed mind
R0010916,O0010916,P000013,2,134.7,2024-08-05,Late delivery
R0021342,O0021342,P000204,1,193.37,2025-01-20,Too small
R0007630,O0007630,P000210,1,108.74,2024-06-02,Defective
R0010473,O0010473,P000092,1,158.09,2024-07-14,Changed mind
R0012598,O0012598,P000166,2,247.06,2024-09-07,Defective
R0028625,O0028625,P000055,3,283.98,2025-04-17,Wrong item
R0033783,O0033783,P000169,1,180.16,2025-06-20,Changed mind
R0005822,O0005822,P000119,1,139.19,2024-05-10,Changed mind
R0002513,O0002513,P000082,1,108.66,2024-03-16,Wrong item
R0028097,O0028097,P000126,1,99.11,2025-04-13,Late delivery
R0036248,O0036248,P000025,2,325.7,2025-08-07,Wrong item
R0004206,O0004206,P000063,1,116.15,2024-03-28,Too small
R0014282,O0014282,P000145,1,87.36,2024-09-20,Defective
R0011437,O0011437,P000201,2,83.78,2024-08-26,Changed mind
R0036909,O0036909,P000057,1,173.82,2025-08-11,Changed mind
R0009278,O0009278,P000186,1,36.72,2024-06-23,Wrong item
R0024273,O0024273,P000072,3,82.11,2025-02-28,Late delivery
R0002825,O0002825,P000011,1,213.66,2024-03-13,Late delivery
R0022329,O0022329,P000125,2,259.34,2025-02-04,Defective
R0013070,O0013070,P000172,1,183.34,2024-09-20,Changed mind
R0020542,O0020542,P000204,1,193.37,2024-12-28,Defective
R0035904,O0035904,P000180,1,148.0,2025-07-22,Wrong item
R0023199,O0023199,P000219,2,231.62,2025-01-30,Too small
R0033609,O0033609,P000141,3,729.93,2025-07-09,Too small
R0009054,O0009054,P000134,1,120.63,2024-06-24,Changed mind
R0024922,O0024922,P000195,2,104.2,2025-03-14,Changed mind
R0027151,O0027151,P000210,2,217.48,2025-04-17,Defective
R0018397,O0018397,P000054,2,18.96,2024-11-20,Defective
R0017202,O0017202,P000029,2,43.06,2024-10-29,Wrong item
R0015038,O0015038,P000128,1,46.36,2024-10-15,Wrong item
R0003500,O0003500,P000144,1,20.82,2024-03-26,Defective
R0003229,O0003229,P000126,2,198.22,2024-03-26,Late delivery
R0003787,O0003787,P000028,1,9.84,2024-04-05,Wrong item
R0027297,O0027297,P000049,1,78.44,2025-04-15,Changed mind
R0012950,O0012950,P000136,3,510.99,2024-09-06,Too small
R0006228,O0006228,P000037,1,162.34,2024-05-21,Defective
R0006187,O0006187,P000091,1,42.42,2024-05-18,Defective
R0005070,O0005070,P000057,1,173.82,2024-04-25,Defective
R0005682,O0005682,P000119,1,139.19,2024-05-09,Defective
R0017920,O0017920,P000026,1,55.64,2024-11-17,Defective
R0010136,O0010136,P000016,1,39.55,2024-07-30,Defective
R0035728,O0035728,P000156,1,152.88,2025-07-26,Wrong item
R0002904,O0002904,P000015,1,154.53,2024-03-09,Changed mind
R0012498,O0012498,P000200,1,71.12,2024-09-03,Changed mind
R0015691,O0015691,P000061,1,67.98,2024-10-25,Defective
R0022417,O0022417,P000126,1,99.11,2025-01-20,Defective
R0019765,O0019765,P000065,1,184.09,2024-12-19,Wrong item
R0031162,O0031162,P000056,2,423.82,2025-06-11,Defective
R0020518,O0020518,P000001,1,41.02,2024-12-29,Wrong item
R0020027,O0020027,P000144,1,20.82,2025-01-04,Late delivery
R0004027,O0004027,P000071,1,13.16,2024-03-22,Late delivery
R0014997,O0014997,P000031,1,104.78,2024-10-20,Late delivery
R0003547,O0003547,P000179,1,24.92,2024-03-28,Defective
R0036345,O0036345,P000039,1,110.39,2025-08-20,Wrong item
R0013442,O0013442,P000166,1,123.53,2024-09-01,Too small
R0002333,O0002333,P000080,1,50.15,2024-03-03,Changed mind
R0020113,O0020113,P000175,2,359.14,2024-12-28,Wrong item
R0016632,O0016632,P000135,1,142.53,2024-11-03,Late delivery
R0021506,O0021506,P000040,3,169.77,2025-01-09,Defective
R0023516,O0023516,P000146,2,353.34,2025-02-27,Wrong item
R0031007,O0031007,P000207,1,180.55,2025-05-25,Late delivery
R0030326,O0030326,P000088,2,203.22,2025-05-09,Wrong item
R0018545,O0018545,P000137,1,95.13,2024-11-19,Late delivery
R0018907,O0018907,P000038,2,301.28,2024-12-10,Too small
R0014419,O0014419,P000103,2,173.4,2024-09-24,Changed mind
R0000292,O0000292,P000205,1,105.36,2024-01-18,Defective
R0003226,O0003226,P000153,1,29.01,2024-03-19,Too small
R0023140,O0023140,P000017,1,129.33,2025-02-16,Too small
R0027171,O0027171,P000158,2,39.14,2025-03-27,Too small
R0023075,O0023075,P000195,1,56.5,2025-02-02,Late delivery
R0030805,O0030805,P000180,2,344.04,2025-05-28,Defective
R0002327,O0002327,P000069,2,404.12,2024-02-20,Too small
R0004679,O0004679,P000153,1,29.01,2024-04-04,Late delivery
R0035212,O0035212,P000168,3,179.25,2025-07-15,Wrong item
R0030308,O0030308,P000029,1,19.8,2025-05-15,Changed mind
R0031223,O0031223,P000026,1,55.64,2025-05-16,Defective
R0026002,O0026002,P000146,1,176.67,2025-03-20,Changed mind
R0024777,O0024777,P000208,1,90.75,2025-02-27,Defective
R0020415,O0020415,P000126,1,99.11,2025-01-11,Defective
R0014358,O0014358,P000025,1,162.85,2024-10-06,Late delivery
R0024210,O0024210,P000096,2,184.14,2025-02-10,Wrong item
R0022398,O0022398,P000105,2,129.4,2025-01-25,Wrong item
R0008143,O0008143,P000151,1,104.27,2024-06-30,Too small
R0035077,O0035077,P000015,2,309.06,2025-07-12,Wrong item
R0009190,O0009190,P000004,1,61.41,2024-06-27,Changed mind
R0003748,O0003748,P000218,2,78.86,2024-03-18,Changed mind
R0036465,O0036465,P000100,1,156.45,2025-08-19,Too small
R0036048,O0036048,P000151,3,291.93,2025-08-14,Changed mind
R0027199,O0027199,P000138,2,31.14,2025-04-14,Defective
R0010677,O0010677,P000145,1,87.36,2024-07-29,Late delivery
R0011006,O0011006,P000042,3,460.89,2024-08-18,Wrong item
R0008409,O0008409,P000096,1,92.07,2024-06-29,Too small
R0033224,O0033224,P000002,1,48.7,2025-07-06,Changed mind
R0002041,O0002041,P000088,1,101.61,2024-02-28,Wrong item
R0020052,O0020052,P000003,3,431.13,2024-12-21,Wrong item
R0010629,O0010629,P000218,3,118.29,2024-08-04,Too small
R0034053,O0034053,P000145,1,87.36,2025-06-24,Wrong item
R0028984,O0028984,P000109,1,160.16,2025-04-25,Defective
R0015708,O0015708,P000186,2,73.44,2024-10-16,Changed mind
R0024949,O0024949,P000181,1,160.5,2025-02-23,Wrong item
R0029047,O0029047,P000197,1,40.27,2025-05-02,Late delivery
R0034987,O0034987,P000192,2,370.7,2025-07-17,Too small
R0025147,O0025147,P000183,1,74.7,2025-02-23,Defective
R0036523,O0036523,P000200,3,213.36,2025-08-12,Changed mind
R0020546,O0020546,P000041,1,87.84,2024-12-21,Wrong item
R0032825,O0032825,P000121,1,173.56,2025-06-10,Defective
R0002459,O0002459,P000077,2,109.62,2024-02-27,Late delivery
R0034537,O0034537,P000155,1,159.73,2025-07-21,Wrong item
R0031820,O0031820,P000091,3,127.26,2025-05-30,Late delivery
R0026680,O0026680,P000117,2,186.0,2025-03-30,Changed mind
R0021745,O0021745,P000034,1,159.16,2025-01-07,Defective
R0035691,O0035691,P000085,2,288.02,2025-07-22,Changed mind
R0018660,O0018660,P000048,1,136.93,2024-11-25,Defective
R0004544,O0004544,P000091,2,84.84,2024-03-31,Late delivery
R0000650,O0000650,P000138,1,15.57,2024-01-16,Changed mind
R0003499,O0003499,P000034,1,159.16,2024-03-24,Changed mind
R0009335,O0009335,P000204,1,193.37,2024-07-06,Defective
R0026754,O0026754,P000210,1,108.74,2025-04-10,Too small
R0028568,O0028568,P000103,3,260.1,2025-04-27,Defective
R0014819,O0014819,P000199,1,50.43,2024-09-26,Late delivery
R0027788,O0027788,P000137,3,285.39,2025-04-07,Defective
R0002027,O0002027,P000029,2,46.1,2024-02-23,Too small
R0017669,O0017669,P000217,1,180.42,2024-11-26,Defective
R0008149,O0008149,P000043,1,9.11,2024-06-27,Defective
R0024182,O0024182,P000139,1,51.03,2025-02-28,Wrong item
R0023484,O0023484,P000026,1,54.16,2025-02-13,Wrong item
R0004524,O0004524,P000076,2,141.14,2024-04-26,Changed mind
R0021201,O0021201,P000128,2,92.72,2025-01-16,Wrong item
R0035549,O0035549,P000096,1,92.07,2025-07-26,Changed mind
R0011998,O0011998,P000036,1,136.54,2024-08-11,Late delivery
R0032884,O0032884,P000077,1,54.81,2025-06-19,Changed mind
R0021421,O0021421,P000202,1,67.22,2025-01-03,Late delivery
R0006492,O0006492,P000028,1,9.84,2024-05-08,Changed mind
R0024564,O0024564,P000020,1,21.98,2025-03-11,Too small
R0015516,O0015516,P000018,1,167.08,2024-10-17,Late delivery
R0007488,O0007488,P000150,1,122.07,2024-05-25,Too small
R0024354,O0024354,P000212,1,66.35,2025-02-13,Wrong item
R0015373,O0015373,P000048,1,136.93,2024-10-06,Too small
R0010141,O0010141,P000144,1,20.82,2024-08-03,Too small
R0021610,O0021610,P000066,1,109.32,2025-01-29,Too small
R0026846,O0026846,P000192,3,556.05,2025-03-29,Changed mind
R0002996,O0002996,P000020,1,21.98,2024-03-18,Too small
R0010903,O0010903,P000115,3,192.12,2024-08-04,Defective
R0007642,O0007642,P000067,2,268.64,2024-06-09,Wrong item
R0024325,O0024325,P000086,1,51.48,2025-02-25,Too small
R0014285,O0014285,P000052,2,390.72,2024-09-28,Changed mind
R0016196,O0016196,P000051,1,59.73,2024-10-28,Too small
R0014137,O0014137,P000200,2,142.24,2024-10-01,Wrong item
R0013501,O0013501,P000107,1,66.3,2024-09-21,Wrong item
R0030469,O0030469,P000193,1,62.5,2025-05-24,Too small
R0024244,O0024244,P000193,1,62.5,2025-03-02,Wrong item
R0023770,O0023770,P000113,1,130.31,2025-03-01,Wrong item
R0034911,O0034911,P000201,1,46.52,2025-07-08,Too small
R0013268,O0013268,P000124,1,32.81,2024-09-21,Late delivery
R0006419,O0006419,P000080,1,50.15,2024-05-26,Defective
R0015311,O0015311,P000124,2,76.28,2024-09-29,Changed mind
R0025610,O0025610,P000195,1,56.5,2025-03-03,Late delivery
R0021797,O0021797,P000102,1,139.36,2025-01-17,Too small
R0013415,O0013415,P000119,2,278.38,2024-09-23,Late delivery
R0028737,O0028737,P000162,1,82.78,2025-04-16,Too small
R0000369,O0000369,P000129,1,191.34,2024-01-22,Wrong item
R0013272,O0013272,P000208,1,90.75,2024-09-10,Wrong item
R0037131,O0037131,P000081,2,66.32,2025-08-05,Changed mind
R0014434,O0014434,P000212,3,199.05,2024-09-18,Wrong item
R0031864,O0031864,P000034,1,150.68,2025-06-12,Defective
R0001781,O0001781,P000070,2,266.24,2024-02-21,Late delivery
R0033930,O0033930,P000210,1,108.74,2025-06-24,Wrong item
R0009556,O0009556,P000145,1,81.62,2024-07-15,Wrong item
R0022432,O0022432,P000183,1,74.7,2025-01-17,Wrong item
R0018388,O0018388,P000201,1,46.52,2024-12-05,Wrong item
R0026714,O0026714,P000097,1,167.82,2025-04-02,Late delivery
R0021801,O0021801,P000129,1,191.34,2025-01-23,Late delivery
R0005734,O0005734,P000187,1,80.35,2024-04-26,Defective
R0035097,O0035097,P000022,1,172.32,2025-07-16,Changed mind
R0000269,O0000269,P000080,3,150.45,2024-01-24,Too small
R0002967,O0002967,P000150,1,122.07,2024-03-08,Changed mind
R0024633,O0024633,P000110,1,23.38,2025-03-08,Wrong item
R0013556,O0013556,P000165,3,106.83,2024-09-28,Wrong item
R0025794,O0025794,P000090,1,115.66,2025-03-23,Changed mind
R0024931,O0024931,P000015,1,154.53,2025-02-23,Defective
R0008404,O0008404,P000092,1,158.09,2024-06-18,Changed mind
R0005092,O0005092,P000041,2,175.68,2024-04-23,Defective
R0006418,O0006418,P000148,1,87.71,2024-05-13,Too small
R0025085,O0025085,P000208,1,77.52,2025-03-20,Changed mind
R0030884,O0030884,P000151,2,179.22,2025-05-30,Changed mind
R0003553,O0003553,P000007,1,37.9,2024-03-21,Wrong item
R0029075,O0029075,P000040,1,58.35,2025-04-30,Late delivery
R0004912,O0004912,P000121,2,347.12,2024-04-29,Defective
R0001582,O0001582,P000194,1,182.77,2024-02-06,Defective
R0023119,O0023119,P000161,1,167.58,2025-02-21,Changed mind
R0032140,O0032140,P000203,1,168.85,2025-06-15,Wrong item
R0022932,O0022932,P000115,1,64.04,2025-02-17,Late delivery
R0000018,O0000018,P000065,2,368.18,2024-01-09,Late delivery
R0013077,O0013077,P000164,1,103.98,2024-09-11,Changed mind
R0004591,O0004591,P000083,2,177.66,2024-04-12,Defective
R0021937,O0021937,P000195,1,56.5,2025-01-09,Wrong item
R0008850,O0008850,P000017,2,258.66,2024-06-15,Defective
R0006765,O0006765,P000063,2,232.3,2024-06-02,Changed mind
R0006647,O0006647,P000139,1,51.03,2024-05-11,Changed mind
R0003496,O0003496,P000086,1,58.31,2024-03-29,Defective
R0019446,O0019446,P000177,1,130.6,2024-12-29,Changed mind
R0000733,O0000733,P000027,2,17.08,2024-02-09,Defective
R0016262,O0016262,P000161,1,157.88,2024-11-06,Too small
R0006455,O0006455,P000047,2,422.46,2024-05-19,Wrong item
R0017885,O0017885,P000040,2,116.7,2024-11-20,Defective
R0010649,O0010649,P000158,1,19.57,2024-07-18,Too small
R0029797,O0029797,P000131,2,99.36,2025-05-06,Too small
R0012564,O0012564,P000038,1,150.64,2024-09-10,Wrong item
R0018811,O0018811,P000148,2,150.18,2024-11-27,Late delivery
R0017827,O0017827,P000211,2,224.8,2024-11-15,Late delivery
R0017410,O0017410,P000077,1,54.81,2024-11-23,Defective
R0025534,O0025534,P000067,2,268.64,2025-03-04,Late delivery
R0022194,O0022194,P000141,1,243.31,2025-01-21,Wrong item
R0007474,O0007474,P000191,1,94.4,2024-05-22,Defective
R0016483,O0016483,P000136,1,170.33,2024-10-29,Defective
R0009225,O0009225,P000129,3,574.02,2024-06-24,Late delivery
R0004041,O0004041,P000113,1,130.31,2024-04-08,Late delivery
R0022756,O0022756,P000194,2,329.82,2025-01-26,Wrong item
R0037225,O0037225,P000205,2,210.72,2025-08-23,Changed mind
R0032885,O0032885,P000214,2,31.2,2025-06-08,Late delivery
R0001921,O0001921,P000046,2,325.1,2024-02-12,Too small
R0001139,O0001139,P000072,1,31.58,2024-02-05,Wrong item
R0031599,O0031599,P000039,2,220.78,2025-06-14,Defective
R0018735,O0018735,P000011,1,213.66,2024-12-02,Wrong item
R0034806,O0034806,P000066,2,218.64,2025-07-25,Too small
R0019929,O0019929,P000089,1,209.04,2025-01-01,Defective
R0026239,O0026239,P000067,1,134.32,2025-03-10,Wrong item
R0021551,O0021551,P000022,1,172.32,2025-01-14,Wrong item
R0034413,O0034413,P000048,1,136.93,2025-07-11,Wrong item
R0030646,O0030646,P000025,2,325.7,2025-05-09,Defective
R0036460,O0036460,P000106,1,107.24,2025-08-13,Changed mind
R0016019,O0016019,P000054,2,18.96,2024-10-17,Wrong item
R0000427,O0000427,P000160,1,76.27,2024-01-26,Changed mind
R0017662,O0017662,P000118,3,427.77,2024-11-23,Wrong item
R0031158,O0031158,P000005,1,237.41,2025-05-15,Wrong item
R0020379,O0020379,P000136,2,340.66,2025-01-10,Wrong item
R0029759,O0029759,P000082,1,104.88,2025-05-07,Late delivery
R0034818,O0034818,P000142,1,195.51,2025-07-15,Changed mind
R0012620,O0012620,P000081,1,33.16,2024-09-13,Defective
R0022521,O0022521,P000196,2,36.42,2025-01-17,Defective
R0035031,O0035031,P000193,2,110.96,2025-07-30,Too small
R0006409,O0006409,P000157,1,52.19,2024-05-19,Too small
R0019380,O0019380,P000086,1,58.31,2024-12-21,Late delivery
R0010953,O0010953,P000108,2,25.52,2024-07-22,Late delivery
R0019080,O0019080,P000005,1,237.41,2024-12-15,Late delivery
R0027587,O0027587,P000033,3,571.5,2025-04-08,Too small
R0034687,O0034687,P000173,2,360.34,2025-07-13,Changed mind
R0021076,O0021076,P000154,1,125.09,2025-01-03,Too small
R0028520,O0028520,P000180,1,148.6,2025-04-13,Too small
R0007504,O0007504,P000138,2,27.96,2024-06-19,Wrong item
R0025513,O0025513,P000045,1,177.13,2025-03-16,Too small
R0003892,O0003892,P000165,1,35.61,2024-04-11,Late delivery
R0004951,O0004951,P000107,1,66.3,2024-04-19,Too small
R0021189,O0021189,P000151,3,312.81,2025-01-18,Late delivery
R0001719,O0001719,P000127,1,40.33,2024-02-08,Changed mind
R0001690,O0001690,P000161,1,167.58,2024-02-16,Changed mind
R0027002,O0027002,P000095,1,175.55,2025-04-03,Wrong item
R0036322,O0036322,P000116,2,236.04,2025-08-02,Too small
R0032826,O0032826,P000032,1,101.71,2025-06-19,Changed mind
R0000452,O0000452,P000077,1,54.81,2024-02-04,Too small
R0017143,O0017143,P000005,2,474.82,2024-11-04,Defective
R0014085,O0014085,P000016,3,111.87,2024-09-27,Changed mind
R0022436,O0022436,P000169,1,184.78,2025-02-03,Changed mind
R0024868,O0024868,P000149,2,373.64,2025-03-01,Changed mind
R0018790,O0018790,P000197,1,45.2,2024-12-04,Wrong item
R0023682,O0023682,P000208,2,181.5,2025-02-11,Changed mind
R0008737,O0008737,P000007,2,75.8,2024-06-16,Changed mind
R0032363,O0032363,P000142,2,391.02,2025-06-14,Wrong item
R0036518,O0036518,P000115,1,64.04,2025-08-07,Too small
R0004424,O0004424,P000102,2,278.72,2024-04-05,Late delivery
R0023613,O0023613,P000097,1,167.82,2025-02-02,Defective
R0002947,O0002947,P000070,1,133.12,2024-03-13,Defective
R0032665,O0032665,P000010,2,183.3,2025-06-12,Changed mind
R0036682,O0036682,P000032,1,101.71,2025-07-28,Wrong item
R0009892,O0009892,P000145,3,262.08,2024-07-04,Too small
R0034462,O0034462,P000077,3,164.43,2025-07-20,Changed mind
R0023365,O0023365,P000075,1,39.15,2025-02-24,Wrong item
R0006368,O0006368,P000170,2,193.6,2024-05-22,Too small
R0007444,O0007444,P000027,1,7.99,2024-06-02,Wrong item
R0016542,O0016542,P000104,1,145.45,2024-11-12,Defective
R0021019,O0021019,P000151,1,104.27,2025-01-14,Changed mind
R0007736,O0007736,P000052,1,195.36,2024-06-04,Changed mind
R0014636,O0014636,P000140,1,129.81,2024-09-19,Changed mind
R0024275,O0024275,P000181,1,160.5,2025-03-03,Changed mind
R0032551,O0032551,P000109,2,320.32,2025-06-17,Late delivery
